YEAR,MONTH,AGE,SEX,RACE,EDUC,EMPSTAT,WTFINL,MARST,METRO,DIFFANY
2023,4,62,1,100,60,36,4113.4921,6,4,2
2023,4,64,1,100,92,32,3801.1098,6,4,1
2023,4,59,1,100,111,10,4199.4015,1,1,1
2023,4,57,2,100,123,21,3483.2322,1,1,1
2023,4,52,1,100,81,12,4374.897,1,1,1
2023,4,49,2,100,73,34,3545.3771,1,1,1
2023,4,85,2,100,73,36,2981.3157,5,4,2
2023,4,40,1,100,73,10,4324.8929,6,4,1
2023,4,39,2,100,20,10,4378.3843,6,4,1
2023,4,4,1,100,1,0,4725.4375,9,4,0
2023,4,2,2,100,1,0,5664.8006,9,4,0
2023,4,58,2,100,111,10,3442.3908,1,4,1
2023,4,60,1,100,111,10,4108.0869,1,4,1
2023,4,38,2,100,73,10,4586.3736,6,1,1
2023,4,40,1,100,50,10,4304.5424,6,1,1
2023,4,15,2,100,30,21,3250.6753,6,1,1
2023,4,13,2,100,1,0,3981.9443,9,1,0
2023,4,8,1,100,1,0,4359.8088,9,1,0
2023,4,66,1,100,73,36,4008.2742,1,1,1
2023,4,64,2,100,123,36,3435.3548,1,1,1
2023,4,51,2,100,92,10,3591.2781,1,4,1
2023,4,54,1,100,91,10,4323.6007,1,4,1
2023,4,55,2,100,111,10,3483.2322,1,1,1
2023,4,61,1,100,111,10,4156.8263,1,1,1
2023,4,60,2,100,111,10,3476.2347,1,4,1
2023,4,61,1,100,111,10,4108.0869,1,4,1
2023,4,77,2,100,111,36,2981.3157,1,4,1
2023,4,79,1,100,111,36,3378.0407,1,4,2
2023,4,63,2,100,73,10,3399.5418,1,4,1
2023,4,62,1,100,73,32,4113.4921,1,4,2
2023,4,72,1,100,73,32,3708.6304,4,4,2
2023,4,68,2,300,111,36,4248.7531,6,1,1
2023,4,36,1,100,81,34,4987.9312,6,1,2
2023,4,33,1,100,91,10,5032.0061,6,1,1
2023,4,66,1,100,111,36,4008.2742,5,1,1
2023,4,85,2,100,73,36,2977.3982,1,4,1
2023,4,85,1,100,73,36,3373.602,1,4,1
2023,4,28,1,100,73,10,5047.4033,1,4,1
2023,4,32,2,100,73,10,4456.7921,1,4,1
2023,4,3,2,100,1,0,4975.4158,9,4,0
2023,4,66,1,100,123,36,3966.4886,1,4,1
2023,4,49,2,100,73,10,3508.4171,1,4,1
2023,4,9,2,100,1,0,5557.005,9,4,0
2023,4,50,1,100,81,21,4374.897,1,1,1
2023,4,60,2,100,111,34,3517.4776,1,1,2
2023,4,38,1,100,91,10,4935.9327,1,4,1
2023,4,37,2,100,111,10,4538.5614,1,4,1
2023,4,11,2,100,1,0,3941.9063,9,4,0
2023,4,12,2,100,1,0,4107.152,9,4,0
2023,4,85,2,100,81,36,3012.7228,5,1,1
2023,4,54,1,100,92,10,4323.6007,1,4,1
2023,4,54,2,100,91,10,3591.2781,1,4,1
2023,4,19,2,100,81,10,4690.1387,6,4,1
2023,4,48,1,100,111,21,4971.5477,4,4,2
2023,4,28,1,100,73,10,5047.4033,4,4,1
2023,4,62,2,100,81,36,3517.4776,1,1,1
2023,4,59,1,100,73,36,4199.4015,1,1,1
2023,4,71,1,100,40,36,3747.6996,4,1,1
2023,4,69,2,100,73,32,3508.0569,4,1,2
2023,4,61,1,100,73,12,4108.0869,4,4,1
2023,4,66,1,100,92,36,3966.4886,1,3,1
2023,4,64,2,100,92,32,3399.5418,1,3,1
2023,4,54,1,100,123,10,4329.2894,1,3,1
2023,4,53,2,100,123,36,3596.0032,1,3,1
2023,4,62,1,100,81,36,4113.4921,4,3,1
2023,4,57,1,100,73,32,4155.6234,6,3,2
2023,4,26,1,100,50,34,5104.7907,6,3,1
2023,4,71,2,100,73,36,3270.6679,5,3,1
2023,4,50,2,200,73,10,6625.8106,5,3,1
2023,4,38,2,200,73,10,6752.3844,6,3,1
2023,4,44,2,100,123,10,4046.657,1,3,2
2023,4,48,1,100,123,10,4104.7411,1,3,1
2023,4,15,1,100,40,34,4790.6339,6,3,1
2023,4,10,2,100,1,0,3941.9063,9,3,0
2023,4,51,1,100,123,10,5265.9854,1,2,1
2023,4,48,2,100,123,10,4267.5071,1,2,1
2023,4,15,2,100,30,34,4078.3287,6,2,1
2023,4,42,2,100,111,10,4046.657,1,3,1
2023,4,42,1,100,111,10,4259.6682,1,3,1
2023,4,11,2,100,1,0,3941.9063,9,3,0
2023,4,7,2,100,1,0,3505.4,9,3,0
2023,4,58,2,100,91,10,3446.92,1,3,1
2023,4,58,1,100,73,36,4155.6234,1,3,1
2023,4,64,1,100,73,10,3806.1111,4,3,1
2023,4,63,1,200,73,32,6979.9219,3,3,2
2023,4,26,1,100,73,10,5104.7907,6,3,1
2023,4,24,2,100,73,10,4894.8759,6,3,1
2023,4,49,2,651,92,10,4236.2097,5,3,2
2023,4,27,2,100,73,10,5011.6327,4,3,2
2023,4,38,1,802,81,10,4752.8571,1,3,1
2023,4,32,2,100,92,10,4462.656,1,3,1
2023,4,7,2,100,1,0,3505.4,9,3,0
2023,4,6,1,100,1,0,3514.0674,9,3,0
2023,4,45,2,651,73,10,4236.2097,1,3,1
2023,4,65,2,651,2,34,4259.0838,6,3,2
2023,4,47,1,651,60,10,5761.4773,1,3,1
2023,4,55,2,100,111,10,3446.92,1,3,1
2023,4,56,1,100,111,10,4155.6234,1,3,1
2023,4,66,2,100,111,10,3471.4859,4,3,1
2023,4,41,1,100,81,10,4259.6682,6,3,1
2023,4,43,1,100,81,34,4259.6682,6,3,1
2023,4,18,2,100,73,34,4696.3096,6,3,1
2023,4,49,2,802,123,34,5460.7921,2,3,1
2023,4,79,1,100,123,10,3378.0407,1,3,1
2023,4,77,2,100,91,36,2981.3157,1,3,1
2023,4,63,1,100,111,10,3801.1098,1,3,1
2023,4,63,2,100,111,10,3395.0748,1,3,2
2023,4,48,2,100,125,10,3508.4171,5,3,1
2023,4,16,2,100,40,34,4696.3096,6,3,1
2023,4,80,1,100,111,36,3378.0407,1,3,1
2023,4,80,2,100,73,36,2981.3157,1,3,1
2023,4,76,2,100,73,36,3626.3607,6,2,1
2023,4,27,1,100,73,10,6209.2762,6,2,1
2023,4,44,2,100,73,10,4922.202,6,2,1
2023,4,17,1,100,50,10,5722.6391,6,2,2
2023,4,38,2,100,123,10,4586.3736,1,3,1
2023,4,38,1,100,91,1,0.0,1,3,0
2023,4,5,1,100,1,0,3432.675,9,3,0
2023,4,3,2,100,1,0,4843.3698,9,3,0
2023,4,80,1,100,91,36,3378.0407,4,3,1
2023,4,75,2,100,92,36,2981.3157,4,3,1
2023,4,69,1,100,91,36,3966.4886,1,3,1
2023,4,63,2,100,111,36,3399.5418,1,3,1
2023,4,63,1,100,111,36,3806.1111,1,3,2
2023,4,62,2,100,73,36,3480.8085,1,3,1
2023,4,36,2,100,73,10,4538.5614,1,3,1
2023,4,36,1,100,73,10,4977.1209,1,3,1
2023,4,6,1,100,1,0,5971.3554,9,3,0
2023,4,63,1,100,111,10,4629.6109,4,2,1
2023,4,40,2,100,81,10,4922.202,6,2,1
2023,4,27,2,100,111,10,5011.6327,6,3,1
2023,4,66,2,100,81,10,3471.4859,4,3,1
2023,4,60,2,100,81,34,3480.8085,1,3,2
2023,4,65,1,100,123,10,3966.4886,1,3,1
2023,4,58,2,100,60,10,3442.3908,4,3,1
2023,4,38,2,100,111,10,4538.5614,1,3,1
2023,4,42,1,100,111,10,4259.6682,1,3,1
2023,4,4,2,100,1,0,4206.5558,9,3,0
2023,4,56,1,100,81,10,4155.6234,1,3,1
2023,4,42,2,100,73,10,4046.657,1,3,1
2023,4,7,2,100,1,0,3505.4,9,3,0
2023,4,6,2,100,1,0,6303.235,9,3,0
2023,4,3,2,100,1,0,4995.6641,9,3,0
2023,4,31,1,100,73,10,4979.5482,6,3,1
2023,4,67,2,100,73,10,3471.4859,5,3,2
2023,4,38,1,100,111,10,1345.5344,6,1,1
2023,4,73,2,100,111,36,1275.7854,1,1,1
2023,4,66,1,100,50,36,1158.9566,1,1,1
2023,4,57,1,100,73,32,1214.2193,1,1,2
2023,4,52,2,100,73,10,1402.6886,1,1,1
2023,4,38,2,200,81,10,2289.308,1,1,1
2023,4,40,1,200,50,10,1794.2161,1,1,1
2023,4,16,2,200,40,34,2526.8515,6,1,1
2023,4,10,1,200,1,0,1935.7479,9,1,0
2023,4,3,1,200,1,0,2361.021,9,1,0
2023,4,43,1,100,111,10,1161.1848,1,1,1
2023,4,39,2,100,111,34,1137.8954,1,1,1
2023,4,10,2,100,1,0,1649.4957,9,1,0
2023,4,6,1,100,1,0,1095.9698,9,1,0
2023,4,2,2,100,1,0,1474.8737,9,1,0
2023,4,56,1,200,73,10,1700.1381,4,3,1
2023,4,72,2,200,123,36,1039.296,5,1,1
2023,4,73,2,200,73,32,1039.296,6,1,2
2023,4,38,1,100,91,10,1345.5344,1,1,1
2023,4,37,2,100,91,10,1137.8954,1,1,1
2023,4,6,1,100,1,0,1095.9698,9,1,0
2023,4,71,1,100,81,36,1224.9161,1,3,1
2023,4,66,2,100,111,36,1530.6942,1,3,1
2023,4,44,2,100,111,10,1129.9566,1,2,1
2023,4,47,1,100,81,10,1642.0425,1,2,2
2023,4,16,1,100,40,34,1195.6412,6,2,1
2023,4,48,2,100,123,10,1546.9783,1,3,1
2023,4,51,1,100,124,10,1429.9123,1,3,1
2023,4,16,1,100,50,34,1449.742,6,3,1
2023,4,46,1,100,73,10,1199.3522,4,1,1
2023,4,72,1,200,73,36,1164.758,1,1,1
2023,4,69,2,200,50,32,1133.9857,1,1,2
2023,4,76,2,200,40,32,1039.296,5,1,1
2023,4,46,2,100,92,10,1368.524,1,1,1
2023,4,57,1,100,73,10,1214.2193,1,1,2
2023,4,20,2,100,81,34,1227.2296,6,1,1
2023,4,17,1,100,40,34,1282.5045,6,1,1
2023,4,17,2,100,50,34,1177.4456,6,1,1
2023,4,40,2,200,81,10,2112.3372,3,1,1
2023,4,64,2,200,92,32,1264.3718,4,1,1
2023,4,66,2,200,91,36,1049.728,4,1,1
2023,4,70,1,100,50,10,1083.6138,4,1,1
2023,4,67,2,100,73,36,1354.1183,5,1,1
2023,4,50,1,100,73,36,1264.9623,4,1,1
2023,4,80,2,200,73,10,1039.296,2,2,1
2023,4,36,1,100,60,21,1345.5344,6,1,1
2023,4,38,2,100,73,10,1137.8954,6,1,1
2023,4,4,2,100,1,0,1760.2386,9,1,0
2023,4,56,2,200,30,32,1251.8067,4,1,2
2023,4,53,1,100,73,32,1264.9623,2,2,1
2023,4,85,2,200,40,36,1133.9857,5,1,2
2023,4,28,2,100,91,10,1402.7228,4,3,1
2023,4,7,1,100,1,0,1640.3863,9,3,0
2023,4,45,2,200,73,10,1320.3009,6,1,2
2023,4,42,1,100,73,10,1161.1848,6,1,1
2023,4,72,1,100,73,32,1083.6138,4,1,1
2023,4,37,2,100,73,10,1137.8954,4,1,1
2023,4,19,1,100,73,10,1282.5045,6,1,1
2023,4,18,2,100,60,10,1177.4456,6,1,1
2023,4,69,1,100,73,36,1293.8254,1,3,1
2023,4,70,2,100,73,36,1424.2497,1,3,1
2023,4,73,2,200,81,36,1039.296,5,1,1
2023,4,16,2,200,60,34,2526.8515,6,1,1
2023,4,44,2,100,123,34,1014.5665,1,1,1
2023,4,46,1,100,73,32,1199.3522,1,1,2
2023,4,33,2,200,81,10,2501.2795,6,2,1
2023,4,34,1,100,73,10,1357.4239,1,3,1
2023,4,27,2,100,91,10,1256.5025,1,3,1
2023,4,0,1,100,1,0,1399.6105,9,3,0
2023,4,69,2,200,123,36,1039.296,5,1,1
2023,4,34,1,100,91,34,1515.3886,1,3,1
2023,4,28,2,100,111,10,1402.7228,1,3,1
2023,4,8,2,100,1,0,2043.8496,9,3,0
2023,4,73,1,100,92,36,1209.7149,1,1,1
2023,4,68,2,100,91,36,1511.6983,1,1,1
2023,4,14,1,100,1,0,1280.3355,9,1,0
2023,4,11,1,100,1,0,1225.3445,9,1,0
2023,4,52,2,100,73,34,1585.598,6,2,1
2023,4,73,1,100,73,36,1224.9161,4,2,2
2023,4,50,1,200,73,10,1689.3795,1,1,1
2023,4,39,2,200,73,10,2289.308,1,1,1
2023,4,50,2,100,50,34,1402.6886,5,1,2
2023,4,12,2,100,1,0,1718.643,9,1,0
2023,4,75,1,200,73,36,1067.4987,4,2,1
2023,4,69,1,100,81,36,1293.8254,1,1,1
2023,4,71,2,100,73,36,1424.2497,1,1,1
2023,4,57,2,200,92,32,1264.3718,4,1,2
2023,4,15,2,200,50,34,2039.8888,6,1,1
2023,4,32,2,100,73,34,1253.341,4,2,1
2023,4,64,1,100,111,10,1266.3947,1,2,1
2023,4,59,2,100,111,34,1226.7271,1,2,1
2023,4,33,1,100,81,10,1481.1572,4,2,1
2023,4,65,1,100,81,36,1158.9566,1,3,1
2023,4,62,2,100,111,36,1357.7547,1,3,2
2023,4,72,1,100,73,32,1083.6138,5,1,2
2023,4,47,2,100,73,10,1368.524,4,1,1
2023,4,73,2,100,73,10,1275.7854,5,1,1
2023,4,69,1,100,111,36,1158.9566,1,1,1
2023,4,71,2,100,91,36,1275.7854,1,1,1
2023,4,56,2,100,30,32,1344.5359,4,1,2
2023,4,64,1,100,91,32,1112.0963,4,1,1
2023,4,59,1,100,111,32,1214.2193,6,1,2
2023,4,21,1,200,92,10,3247.7283,6,1,1
2023,4,70,1,100,92,36,1224.9161,1,1,2
2023,4,69,2,100,73,36,1530.6942,1,1,1
2023,4,85,2,100,73,36,1314.5617,5,1,2
2023,4,45,2,100,81,10,1546.9783,1,1,1
2023,4,44,1,100,111,10,1312.6023,1,1,1
2023,4,21,2,100,81,10,1387.2593,6,1,1
2023,4,17,2,100,73,34,1330.9835,6,1,1
2023,4,28,1,100,73,10,1391.565,1,1,1
2023,4,28,2,100,92,10,1256.5025,1,1,1
2023,4,5,2,100,1,0,1781.0344,9,1,0
2023,4,0,2,100,1,0,2019.0625,9,1,0
2023,4,30,1,100,73,36,1357.4239,1,1,1
2023,4,26,2,100,81,36,1256.5025,1,1,1
2023,4,63,2,100,111,10,1498.9716,4,1,1
2023,4,85,2,100,123,36,1314.5617,5,1,2
2023,4,58,1,100,81,10,1372.5525,4,1,1
2023,4,76,1,100,123,32,987.0197,5,1,1
2023,4,55,2,100,73,36,1344.5359,2,1,2
2023,4,55,1,100,111,10,1214.2193,2,1,1
2023,4,24,2,100,91,10,1227.2296,6,1,1
2023,4,18,2,100,71,10,1177.4456,6,1,1
2023,4,66,1,100,123,36,1158.9566,1,1,1
2023,4,62,2,100,111,10,1357.7547,1,1,1
2023,4,85,2,100,73,36,1162.9182,5,1,1
2023,4,35,1,100,91,10,1345.5344,6,1,2
2023,4,36,2,100,73,10,1137.8954,4,1,2
2023,4,72,2,100,91,36,1275.7854,1,1,1
2023,4,78,1,100,60,36,987.0197,1,1,2
2023,4,55,1,100,73,10,1372.5525,1,3,1
2023,4,47,2,100,73,34,1546.9783,1,3,1
2023,4,51,1,100,73,32,1264.9623,4,1,1
2023,4,69,2,805,40,32,1640.0288,3,1,2
2023,4,55,1,100,73,10,1214.2193,1,1,2
2023,4,42,2,100,73,34,999.6085,1,1,1
2023,4,17,2,100,60,34,1472.067,6,1,1
2023,4,16,2,100,40,34,1472.067,6,1,1
2023,4,75,1,100,111,36,987.0197,1,3,1
2023,4,66,2,100,111,36,1354.1183,1,3,1
2023,4,68,1,200,73,36,1067.4987,1,1,1
2023,4,65,2,200,81,36,1039.296,1,1,1
2023,4,24,1,200,111,10,3247.7283,6,1,1
2023,4,67,2,200,73,36,1039.296,1,1,1
2023,4,73,1,200,73,36,1067.4987,1,1,1
2023,4,47,1,200,73,32,1927.5173,6,1,2
2023,4,45,2,200,111,10,1473.9455,1,3,1
2023,4,48,1,200,111,10,2151.8243,1,3,1
2023,4,20,2,200,81,21,3022.6015,6,3,1
2023,4,14,1,200,1,0,2958.538,9,3,0
2023,4,10,1,200,1,0,2161.0127,9,3,0
2023,4,62,2,100,123,32,1262.3401,4,2,1
2023,4,22,2,100,73,10,1227.2296,1,1,1
2023,4,24,2,100,73,10,1227.2296,1,1,1
2023,4,23,2,100,91,10,1227.2296,6,1,1
2023,4,50,2,100,91,10,1402.6886,1,1,1
2023,4,53,1,100,91,10,1264.9623,1,1,1
2023,4,18,2,100,71,34,1177.4456,6,1,1
2023,4,54,1,200,73,10,1689.3795,1,1,2
2023,4,53,2,200,81,10,1471.1511,1,1,1
2023,4,22,1,200,81,12,3247.7283,6,1,1
2023,4,24,2,200,92,10,2707.5244,6,1,1
2023,4,54,2,100,91,10,1402.6886,1,1,1
2023,4,59,1,100,111,10,1214.2193,1,1,1
2023,4,21,2,100,92,10,1227.2296,6,1,1
2023,4,35,1,100,124,10,1502.1154,1,3,1
2023,4,9,2,100,1,0,2595.9372,9,3,0
2023,4,2,2,100,1,0,1646.5061,9,3,0
2023,4,33,2,100,124,10,1249.0679,1,3,1
2023,4,33,1,200,73,10,2357.9208,6,1,1
2023,4,46,2,200,123,10,1440.5929,4,3,1
2023,4,30,1,200,111,10,2572.7498,6,3,1
2023,4,20,2,200,81,34,2954.2057,6,3,1
2023,4,15,1,200,30,34,3235.5242,6,3,1
2023,4,13,2,200,1,0,2682.9769,9,3,0
2023,4,68,2,100,73,32,1530.6942,4,3,2
2023,4,33,2,100,92,34,1264.7636,4,3,1
2023,4,40,1,100,60,10,1312.6023,4,3,1
2023,4,18,2,100,81,34,1330.9835,6,3,1
2023,4,15,2,100,30,34,1630.8113,6,3,2
2023,4,14,1,100,1,0,1333.076,9,3,0
2023,4,9,2,100,1,0,2702.8709,9,3,0
2023,4,7,1,100,1,0,1707.9582,9,3,0
2023,4,68,1,100,125,10,1212.7413,1,2,1
2023,4,68,2,100,123,10,1416.96,1,2,1
2023,4,52,1,200,73,10,1689.3795,4,2,1
2023,4,50,1,100,81,32,1429.9123,1,3,2
2023,4,49,2,100,73,36,1546.9783,1,3,1
2023,4,63,1,200,81,36,1855.0369,4,3,1
2023,4,26,2,100,123,10,1314.8141,6,2,1
2023,4,30,2,200,73,10,2729.17,1,3,1
2023,4,30,1,200,50,10,2572.7498,1,3,1
2023,4,58,2,200,73,32,1365.8583,2,3,1
2023,4,7,1,200,1,0,2194.0475,9,3,0
2023,4,3,2,200,1,0,1978.4021,9,3,0
2023,4,19,2,200,73,34,2757.0718,6,3,1
2023,4,66,2,200,73,36,1133.9857,5,3,1
2023,4,85,2,200,50,36,1133.9857,5,3,1
2023,4,54,2,200,123,36,1605.187,6,3,1
2023,4,29,1,100,111,10,1456.1446,1,2,1
2023,4,25,2,100,111,10,1314.8141,1,2,1
2023,4,70,2,200,81,32,1039.296,5,2,2
2023,4,67,2,100,91,32,1530.6942,1,3,2
2023,4,60,1,100,73,10,1358.637,1,3,1
2023,4,21,1,100,60,34,1797.2294,6,3,1
2023,4,58,1,200,111,10,1855.0369,1,3,1
2023,4,57,2,200,111,34,1365.8583,1,3,1
2023,4,14,1,200,1,0,2899.0864,9,3,0
2023,4,35,1,200,124,10,2148.0538,1,3,1
2023,4,34,2,200,111,10,2526.3863,1,3,1
2023,4,2,2,200,1,0,1831.4023,9,3,0
2023,4,64,1,100,73,32,1163.7064,6,3,2
2023,4,49,1,100,111,10,1642.0425,2,3,1
2023,4,49,1,200,81,10,2103.1326,1,3,2
2023,4,50,2,200,123,10,1605.187,1,3,1
2023,4,24,1,200,73,10,3543.6273,6,3,2
2023,4,17,1,200,40,34,2367.1332,6,3,1
2023,4,10,2,200,1,0,2295.4433,9,3,0
2023,4,6,2,200,1,0,2440.0547,9,3,0
2023,4,37,1,100,73,10,1345.5344,1,3,1
2023,4,29,2,100,73,10,1256.5025,1,3,1
2023,4,11,2,100,1,0,1649.4957,9,3,0
2023,4,9,1,100,1,0,1170.6157,9,3,0
2023,4,77,2,100,73,36,1162.9182,4,3,2
2023,4,48,1,100,73,10,1642.0425,1,3,1
2023,4,51,2,651,81,34,1913.9316,1,3,1
2023,4,12,1,803,1,0,2364.8195,9,3,0
2023,4,17,1,803,50,34,1954.6304,6,3,1
2023,4,14,1,803,1,0,1814.9043,9,3,0
2023,4,76,1,100,123,36,1032.8252,1,3,2
2023,4,68,2,100,111,36,1416.96,1,3,2
2023,4,29,1,100,73,10,1557.3866,2,3,1
2023,4,53,2,100,10,10,1713.5906,2,3,1
2023,4,20,2,100,73,10,1628.8569,6,3,1
2023,4,7,1,100,1,0,1236.3916,9,3,0
2023,4,6,1,100,1,0,2164.7167,9,3,0
2023,4,37,1,100,40,10,1533.6829,6,3,1
2023,4,33,1,100,73,10,1600.0442,6,3,1
2023,4,34,2,100,111,10,3660.3343,1,1,1
2023,4,34,1,100,111,10,4140.9321,1,1,1
2023,4,5,2,100,1,0,3301.1626,9,1,0
2023,4,2,2,100,1,0,2733.6912,9,1,0
2023,4,2,2,100,1,0,2733.6912,9,1,0
2023,4,25,2,100,73,10,3823.8531,1,4,1
2023,4,39,1,100,81,10,3818.3173,1,4,1
2023,4,4,2,100,1,0,3035.0145,9,4,0
2023,4,3,2,100,1,0,3604.3532,9,4,0
2023,4,0,2,100,1,0,3481.2803,9,4,0
2023,4,64,1,100,73,36,3445.076,1,1,1
2023,4,71,2,100,73,36,2987.9234,1,1,1
2023,4,47,1,100,73,10,3715.379,1,4,1
2023,4,45,2,100,73,10,3205.1195,1,4,1
2023,4,14,2,100,1,0,3581.7589,9,4,0
2023,4,66,1,100,40,36,3590.2406,4,1,1
2023,4,40,1,100,73,10,3295.1755,4,1,1
2023,4,34,2,100,73,21,3404.9863,4,1,1
2023,4,16,2,100,40,34,3583.263,6,1,1
2023,4,15,1,100,30,34,4889.5448,6,1,1
2023,4,21,1,100,20,34,4511.7903,6,1,1
2023,4,10,1,100,1,0,3592.0024,9,1,0
2023,4,37,2,100,124,10,3722.593,1,4,1
2023,4,38,1,100,123,10,4104.662,1,4,1
2023,4,13,2,100,1,0,3185.5195,9,4,0
2023,4,4,1,100,1,0,4068.1582,9,4,0
2023,4,72,1,100,81,10,3608.5796,1,1,1
2023,4,58,2,100,123,10,3385.0852,1,1,1
2023,4,6,1,100,1,0,3855.5906,9,1,0
2023,4,58,1,100,81,32,3761.4347,4,1,2
2023,4,56,1,100,81,10,4104.4025,4,4,2
2023,4,45,1,100,81,10,3715.379,6,1,1
2023,4,74,2,100,73,36,2987.9234,5,1,1
2023,4,27,1,100,73,10,3948.9417,6,1,1
2023,4,24,2,100,73,10,3734.7682,6,1,1
2023,4,62,2,100,73,34,3179.8976,1,1,1
2023,4,79,1,100,50,34,3057.611,1,1,2
2023,4,85,2,100,73,34,2723.5852,5,1,2
2023,4,70,1,100,81,36,3356.842,1,4,2
2023,4,70,2,100,73,36,2987.9234,1,4,1
2023,4,59,2,100,81,36,3148.9388,5,1,1
2023,4,62,1,100,73,32,3723.2999,2,1,1
2023,4,51,2,100,73,10,3285.1339,2,1,1
2023,4,48,1,100,73,32,3715.379,6,1,1
2023,4,53,1,100,73,32,3918.6274,6,1,1
2023,4,44,2,100,111,10,3087.581,1,1,1
2023,4,52,1,100,81,10,3918.6274,1,1,1
2023,4,9,2,100,1,0,4009.3586,9,1,0
2023,4,5,1,100,1,0,3613.7137,9,1,0
2023,4,53,1,100,50,10,4275.9279,1,4,1
2023,4,52,2,100,60,10,3584.6725,1,4,1
2023,4,54,1,100,81,10,3918.6274,2,1,1
2023,4,62,2,100,81,32,3179.8976,5,1,2
2023,4,59,2,100,92,10,3436.0591,1,4,1
2023,4,64,1,100,73,10,3759.1981,1,4,1
2023,4,34,1,100,91,10,4203.2878,6,4,1
2023,4,43,2,100,111,10,3087.581,4,4,1
2023,4,16,2,100,50,22,3583.263,6,4,2
2023,4,26,2,100,111,10,3823.8531,6,1,1
2023,4,24,1,200,73,10,8348.9072,6,1,1
2023,4,7,1,200,1,0,6250.0432,9,1,0
2023,4,60,2,100,92,32,3179.8976,1,4,2
2023,4,64,1,100,81,10,3445.076,1,4,1
2023,4,31,2,100,111,34,3404.9863,1,4,1
2023,4,31,1,100,60,10,3852.0572,1,4,1
2023,4,13,2,100,1,0,2963.295,9,4,0
2023,4,9,1,100,1,0,3830.904,9,4,0
2023,4,11,2,100,1,0,2844.0708,9,4,0
2023,4,9,1,100,1,0,3830.904,9,4,0
2023,4,2,1,100,1,0,3870.3113,9,4,0
2023,4,75,2,100,81,36,2927.8334,1,1,1
2023,4,77,1,100,73,36,3286.9085,1,1,1
2023,4,80,1,100,73,36,3286.9085,5,1,1
2023,4,35,2,100,123,10,4065.8892,1,4,1
2023,4,39,1,100,111,10,4483.1924,1,4,1
2023,4,5,2,100,1,0,3605.5946,9,4,0
2023,4,9,2,100,1,0,4707.4993,9,4,0
2023,4,64,2,100,81,10,3105.6563,4,4,1
2023,4,44,2,100,73,32,3087.581,1,1,2
2023,4,42,1,100,73,10,3295.1755,1,1,1
2023,4,16,1,100,40,34,3639.4529,6,1,1
2023,4,35,2,100,73,10,3462.9018,4,1,1
2023,4,28,1,100,73,10,3948.9417,1,1,1
2023,4,26,2,100,73,10,3823.8531,1,1,1
2023,4,51,2,100,73,10,3285.1339,1,1,1
2023,4,54,1,100,73,34,3918.6274,1,1,1
2023,4,41,1,100,73,10,3295.1755,1,1,1
2023,4,38,2,100,73,10,3462.9018,1,1,1
2023,4,18,2,100,60,34,3583.263,6,1,1
2023,4,17,1,100,50,34,3639.4529,6,1,1
2023,4,14,2,100,1,0,3581.7589,9,1,0
2023,4,44,1,100,81,10,3595.6297,1,3,1
2023,4,39,2,100,91,10,3778.6493,1,3,1
2023,4,7,1,100,1,0,5542.4221,9,3,0
2023,4,12,2,100,1,0,3415.4658,9,3,0
2023,4,56,2,200,60,10,3405.4594,6,2,1
2023,4,67,1,200,73,36,2809.8922,1,2,1
2023,4,62,2,200,73,36,3405.4594,1,2,1
2023,4,45,1,100,111,10,4428.0194,1,2,1
2023,4,45,2,100,111,10,3819.8879,1,2,1
2023,4,16,2,100,40,34,4270.5624,6,2,1
2023,4,13,2,100,1,0,3730.4388,9,2,0
2023,4,9,2,100,1,0,5047.3094,9,2,0
2023,4,29,2,100,111,10,4557.2997,1,2,1
2023,4,36,1,100,111,10,4588.6757,1,2,1
2023,4,11,2,100,1,0,3580.3496,9,2,0
2023,4,3,2,100,1,0,4716.4624,9,2,0
2023,4,69,1,200,73,32,2809.8922,3,2,2
2023,4,19,2,200,73,10,5021.6151,6,2,1
2023,4,63,2,100,73,36,3388.8302,1,3,1
2023,4,62,1,100,73,10,4062.7905,1,3,1
2023,4,62,1,100,111,36,4437.4596,1,2,1
2023,4,62,2,100,111,10,3789.8282,1,2,1
2023,4,62,1,100,73,32,4062.7905,6,3,2
2023,4,63,2,100,60,36,3388.8302,4,3,1
2023,4,47,2,100,92,21,3497.3624,4,3,2
2023,4,42,1,100,30,10,3650.6865,6,3,1
2023,4,27,2,100,73,10,4172.5121,1,3,1
2023,4,61,1,100,81,10,4062.7905,1,3,1
2023,4,55,2,200,73,10,3405.4594,5,2,1
2023,4,30,1,100,73,1,0.0,1,3,0
2023,4,28,2,100,81,34,4172.5121,1,3,1
2023,4,2,2,100,1,0,2931.0222,9,3,0
2023,4,1,2,100,1,0,3028.9426,9,3,0
2023,4,27,2,100,73,10,4557.2997,6,2,2
2023,4,58,2,100,81,10,3752.9313,1,2,1
2023,4,55,1,100,81,10,4482.909,1,2,1
2023,4,39,1,100,73,10,4166.4716,6,3,1
2023,4,35,2,100,81,10,3778.6493,6,3,1
2023,4,12,1,100,1,0,5218.8045,9,3,0
2023,4,10,2,100,1,0,3278.0491,9,3,0
2023,4,8,1,100,1,0,5290.0959,9,3,0
2023,4,39,1,200,73,10,3918.0656,1,3,1
2023,4,37,2,200,73,34,4165.4119,1,3,1
2023,4,18,1,200,73,10,3996.8552,6,3,1
