YEAR,MONTH,AGE,SEX,RACE,EDUC,EMPSTAT,WTFINL,MARST,METRO,DIFFANY
2023,3,19,2,100,81,10,2624.2908,6,3,1
2023,3,61,2,100,73,36,1773.4664,1,3,1
2023,3,64,1,100,73,36,2123.5911,1,3,2
2023,3,72,2,200,123,36,1992.8537,5,2,2
2023,3,33,1,200,73,10,2867.648,6,3,1
2023,3,44,2,200,81,10,3126.0502,6,2,1
2023,3,54,1,200,73,32,1633.5717,4,2,2
2023,3,54,1,200,81,10,1694.7132,1,3,1
2023,3,53,2,200,81,10,2118.5376,1,3,1
2023,3,24,1,200,81,10,2465.5876,6,3,1
2023,3,1,2,200,1,0,5627.1597,9,3,0
2023,3,74,1,200,73,36,1477.2275,4,2,2
2023,3,42,1,200,81,10,2385.2264,1,3,1
2023,3,40,2,200,111,10,2400.5083,1,3,1
2023,3,6,2,200,1,0,2553.9113,9,3,0
2023,3,4,1,200,1,0,3468.6964,9,3,0
2023,3,79,2,200,111,36,1475.1109,5,2,2
2023,3,42,2,100,81,10,2538.0985,6,3,1
2023,3,72,2,200,125,36,1475.1109,1,2,1
2023,3,73,1,200,81,36,1477.2275,1,2,1
2023,3,28,2,200,123,10,3348.2873,6,2,1
2023,3,28,2,200,73,10,3348.2873,6,2,1
2023,3,58,2,200,73,10,2024.6667,6,2,1
2023,3,41,1,200,92,10,2385.2264,6,3,1
2023,3,19,1,200,81,34,2404.0519,6,3,1
2023,3,21,1,200,81,10,2512.4072,6,3,1
2023,3,21,2,801,81,10,3314.29,6,3,1
2023,3,21,1,200,81,10,2279.3017,6,3,1
2023,3,50,2,200,91,10,2042.1055,4,2,1
2023,3,14,1,200,1,0,3298.9066,9,2,0
2023,3,16,2,200,60,34,2942.9529,6,2,1
2023,3,67,2,100,91,10,1469.6758,5,3,1
2023,3,43,1,200,71,32,2299.1728,6,2,1
2023,3,65,1,100,73,32,2037.0901,1,3,1
2023,3,50,2,100,73,36,1563.8682,1,3,1
2023,3,69,2,200,73,36,1428.3473,1,3,1
2023,3,55,1,200,73,10,1689.0006,1,3,1
2023,3,59,1,100,92,10,2098.6153,4,3,1
2023,3,13,1,100,1,0,1760.9229,9,3,0
2023,3,11,1,100,1,0,1934.5493,9,3,0
2023,3,8,1,100,1,0,1853.9592,9,3,0
2023,3,34,2,100,92,21,2275.7946,4,3,2
2023,3,28,1,200,111,10,2603.2513,6,3,1
2023,3,40,2,100,111,10,2111.8972,1,3,1
2023,3,44,1,100,92,10,1988.5702,1,3,1
2023,3,13,1,100,1,0,1760.9229,9,3,0
2023,3,9,2,100,1,0,2637.3647,9,3,0
2023,3,85,2,100,20,36,1209.9624,5,3,2
2023,3,70,1,100,111,36,1759.4272,1,2,1
2023,3,71,2,100,111,36,1322.8219,1,2,2
2023,3,45,1,100,73,32,2294.944,4,3,2
2023,3,58,2,200,111,10,2100.4461,6,2,1
2023,3,53,1,100,123,10,2068.779,6,2,1
2023,3,47,2,100,125,10,1763.3552,4,2,1
2023,3,24,1,100,81,21,2228.3729,6,2,1
2023,3,65,2,100,111,36,1403.6657,1,3,1
2023,3,66,1,100,111,36,2007.2304,1,3,1
2023,3,80,2,100,123,36,1266.8631,5,2,2
2023,3,46,1,100,91,10,2239.6973,6,3,1
2023,3,65,1,100,73,36,2037.0901,5,3,1
2023,3,26,2,100,73,34,2518.615,6,3,1
2023,3,27,1,100,73,10,2177.6341,6,3,1
2023,3,7,2,100,1,0,3494.4698,9,3,0
2023,3,2,1,100,1,0,2280.2395,9,3,0
2023,3,48,2,100,73,32,1780.3671,4,3,2
2023,3,55,1,100,20,21,1991.3018,2,3,1
2023,3,79,2,100,30,32,1266.8631,5,2,1
2023,3,73,2,100,91,36,1335.5838,5,4,1
2023,3,59,1,100,81,12,1962.1133,4,4,1
2023,3,33,1,100,73,10,2161.9383,6,4,1
2023,3,28,2,100,92,10,2481.6971,1,4,1
2023,3,28,1,100,91,10,2145.7144,1,4,1
2023,3,9,1,100,1,0,1737.386,9,4,0
2023,3,5,1,100,1,0,1760.865,9,4,0
2023,3,1,2,100,1,0,2237.2578,9,4,0
2023,3,40,2,100,50,10,2487.4987,6,4,1
2023,3,10,1,100,1,0,2227.8764,9,4,0
2023,3,11,2,100,1,0,1906.3114,9,4,0
2023,3,4,1,100,1,0,2052.0666,9,4,0
2023,3,59,2,100,81,10,1431.2195,1,4,1
2023,3,66,1,100,111,10,1988.0507,1,4,1
2023,3,34,1,100,81,34,2141.2804,6,4,1
2023,3,48,2,100,73,10,1473.997,1,4,1
2023,3,12,1,100,1,0,1348.3252,9,4,0
2023,3,46,1,100,73,10,1831.9163,1,4,1
2023,3,40,1,200,60,10,3106.1496,6,4,1
2023,3,49,1,100,92,10,2294.944,1,4,1
2023,3,45,2,100,73,10,1780.3671,1,4,1
2023,3,13,1,100,1,0,1760.9229,9,4,0
2023,3,20,2,100,73,1,0.0,6,4,0
2023,3,24,1,100,81,10,2195.7094,6,4,1
2023,3,0,1,100,1,0,1912.2155,9,4,0
2023,3,25,1,200,73,10,2509.3318,6,4,1
2023,3,68,2,200,73,32,1475.1109,3,4,2
2023,3,26,2,200,73,10,3348.2873,6,4,1
2023,3,76,2,100,81,36,1315.6299,4,3,2
2023,3,65,2,100,73,36,1526.2496,1,3,1
2023,3,73,1,100,81,36,1903.2241,1,3,2
2023,3,60,1,100,111,10,2474.0667,1,3,1
2023,3,60,2,100,111,10,1918.4107,1,3,1
2023,3,55,2,200,91,32,2100.4461,4,3,2
2023,3,76,1,100,111,36,1723.0804,1,3,1
2023,3,80,2,100,73,36,1315.6299,1,3,1
2023,3,48,1,100,123,10,3201.9438,1,2,1
2023,3,40,2,100,123,10,2946.5539,1,2,1
2023,3,18,2,100,60,10,3417.4699,6,2,1
2023,3,17,1,100,50,34,2808.8578,6,2,1
2023,3,6,2,100,1,0,3858.098,9,2,0
2023,3,3,2,100,1,0,3594.8362,9,2,0
2023,3,69,2,100,81,34,1526.2496,4,3,2
2023,3,57,2,200,81,32,2100.4461,6,3,2
2023,3,57,1,200,2,32,1809.5837,6,3,1
2023,3,39,1,100,73,10,1945.483,3,3,1
2023,3,38,2,100,125,34,3122.1468,2,2,1
2023,3,4,2,100,1,0,3083.0701,9,2,0
2023,3,58,2,200,71,32,2140.3319,6,3,2
2023,3,38,2,200,73,34,2270.983,6,3,1
2023,3,85,1,200,81,36,1995.7133,1,2,2
2023,3,80,2,200,81,36,1992.8537,1,2,2
2023,3,61,2,100,91,10,1918.4107,5,3,1
2023,3,29,2,100,73,34,2861.985,6,2,1
2023,3,36,2,100,73,10,2901.9715,6,2,1
2023,3,33,1,100,111,10,2350.7431,6,3,1
2023,3,66,1,100,60,32,2182.5244,1,3,1
2023,3,56,2,100,50,10,1571.2232,1,3,1
2023,3,69,2,100,71,36,1526.2496,1,3,1
2023,3,71,1,100,81,36,1903.2241,1,3,1
2023,3,73,2,100,73,36,1377.8945,5,3,1
2023,3,8,1,100,1,0,1753.1471,9,3,0
2023,3,33,2,200,111,10,3035.6583,1,3,1
2023,3,32,1,200,91,10,2867.648,1,3,1
2023,3,7,2,200,1,0,2553.9113,9,3,0
2023,3,6,2,200,1,0,2553.9113,9,3,0
2023,3,12,1,200,1,0,3072.9162,9,3,0
2023,3,45,2,100,111,10,1907.4732,3,3,1
2023,3,11,1,100,1,0,2072.6628,9,3,0
2023,3,63,1,100,81,10,2297.1509,1,3,1
2023,3,67,1,100,73,10,2182.5244,1,3,1
2023,3,55,2,100,111,10,1571.2232,4,3,1
2023,3,63,2,100,73,36,1789.9002,4,2,1
2023,3,65,1,100,111,36,2101.6242,1,3,1
2023,3,65,2,100,111,36,1469.6758,1,3,1
2023,3,37,1,200,71,21,3766.0232,6,3,1
2023,3,34,2,100,111,10,2186.0791,1,3,1
2023,3,31,1,100,92,10,2194.0994,1,3,1
2023,3,3,1,100,1,0,2473.1375,9,3,0
2023,3,78,2,100,81,36,1227.9619,4,3,2
2023,3,71,2,100,81,36,1316.0068,4,3,1
2023,3,80,1,100,81,36,2324.1321,1,3,1
2023,3,80,2,100,91,36,1198.4009,1,3,1
2023,3,63,1,100,81,10,2144.0783,1,3,1
2023,3,62,2,100,73,10,1790.5759,1,3,1
2023,3,31,2,100,92,10,2186.0791,1,3,1
2023,3,32,1,100,73,10,2194.0994,1,3,1
2023,3,11,1,100,1,0,1934.5493,9,3,0
2023,3,4,2,100,1,0,2209.7431,9,3,0
2023,3,48,2,100,73,10,1907.4732,1,3,1
2023,3,53,1,100,73,10,2237.859,1,3,1
2023,3,14,2,100,1,0,3523.8358,9,3,0
2023,3,22,2,100,73,34,2881.8623,6,3,1
2023,3,3,2,100,1,0,2576.5435,9,3,0
2023,3,80,1,100,81,36,2243.8731,5,3,2
2023,3,56,1,200,111,10,1672.8617,1,2,1
2023,3,50,2,200,91,10,1958.4728,1,2,1
2023,3,21,2,200,81,10,3060.6191,6,2,1
2023,3,28,1,100,50,10,2156.8262,6,2,1
2023,3,50,2,100,73,10,1548.925,4,2,1
2023,3,63,2,100,73,10,1264.079,1,3,1
2023,3,65,1,100,81,32,2007.2304,1,3,2
2023,3,79,2,100,40,36,1227.9619,5,3,2
2023,3,51,1,100,92,10,2088.7374,4,3,1
2023,3,23,1,100,81,10,2249.8711,6,3,1
2023,3,52,2,100,73,32,1856.8126,1,1,2
2023,3,51,1,100,81,10,1763.7454,1,1,1
2023,3,57,2,100,123,36,1710.9579,1,1,1
2023,3,56,1,100,111,10,1652.2339,1,1,1
2023,3,24,1,100,81,34,2531.8744,6,1,1
2023,3,49,1,100,81,10,1937.9801,1,1,1
2023,3,44,2,100,111,10,1604.4235,1,1,1
2023,3,5,2,100,1,0,1747.8766,9,1,0
2023,3,80,2,100,81,36,1432.6338,5,1,1
2023,3,71,1,100,91,36,1473.9254,4,1,1
2023,3,52,2,100,111,10,1824.5278,4,1,1
2023,3,32,2,100,92,10,1631.809,1,1,1
2023,3,32,1,100,73,34,2469.1122,1,1,1
2023,3,67,1,100,73,10,1690.2256,1,1,1
2023,3,56,2,100,81,10,1710.9579,1,1,1
2023,3,70,2,100,73,36,1585.8579,1,1,1
2023,3,63,1,100,73,36,1810.5807,1,1,1
2023,3,63,2,100,81,36,1523.1937,1,1,2
2023,3,66,1,100,81,10,1720.134,1,1,1
2023,3,25,1,100,92,10,2273.3315,6,1,2
2023,3,22,2,100,81,10,1995.584,6,1,1
2023,3,29,2,100,73,10,1880.032,6,1,1
2023,3,47,1,100,73,34,1904.1735,4,1,1
2023,3,10,1,100,1,0,1229.9248,9,1,0
2023,3,9,2,100,1,0,1667.9118,9,1,0
2023,3,5,1,100,1,0,1239.5511,9,1,0
2023,3,5,1,100,1,0,1239.5511,9,1,0
2023,3,27,2,100,73,10,1913.299,1,1,1
2023,3,31,1,100,81,10,2512.8029,1,1,1
2023,3,6,1,100,1,0,1307.7888,9,1,0
2023,3,5,1,100,1,0,1246.9379,9,1,0
2023,3,2,2,100,1,0,1623.5325,9,1,0
2023,3,71,1,100,73,36,1500.0064,6,1,1
2023,3,29,1,100,123,10,2493.946,6,1,1
2023,3,34,2,100,91,10,1660.6837,1,1,1
2023,3,41,1,100,91,10,2277.4196,1,1,1
2023,3,11,1,100,1,0,1237.2541,9,1,0
2023,3,9,1,100,1,0,1230.3115,9,1,0
2023,3,37,2,100,111,12,1699.9367,1,1,1
2023,3,38,1,100,91,10,2079.6042,1,1,1
2023,3,52,1,100,73,10,1763.7454,1,1,1
2023,3,60,2,100,81,12,2125.9872,1,1,2
2023,3,60,2,100,73,32,2125.9872,6,1,2
2023,3,28,1,100,111,10,2450.5831,1,4,1
2023,3,27,2,100,111,10,1880.032,1,4,1
2023,3,72,1,100,92,10,1473.9254,6,4,1
2023,3,55,2,100,73,10,1616.281,4,4,1
2023,3,54,2,100,123,10,1824.5278,1,4,1
2023,3,58,1,100,123,10,1652.2339,1,4,1
2023,3,15,1,100,30,34,1044.4387,6,4,1
2023,3,11,2,200,1,0,1406.9986,9,4,0
2023,3,67,1,100,73,10,1720.134,1,4,1
2023,3,65,2,100,73,36,1691.3934,1,4,1
2023,3,75,1,100,81,36,1358.028,5,4,2
2023,3,49,1,100,73,10,1937.8677,6,4,1
2023,3,61,1,200,73,10,1094.5486,6,4,2
2023,3,40,2,100,111,34,1462.4113,1,4,1
2023,3,40,1,100,91,10,2075.959,1,4,1
2023,3,8,1,100,1,0,1093.4332,9,4,0
2023,3,11,2,100,1,0,1367.6155,9,4,0
2023,3,78,2,100,73,36,1457.9842,5,4,1
2023,3,49,2,100,111,34,1926.8736,1,4,1
2023,3,46,1,100,124,10,1766.4439,1,4,1
2023,3,17,2,100,50,34,1696.1328,6,4,1
2023,3,15,1,100,30,34,968.8941,6,4,1
2023,3,54,1,100,91,10,1733.0787,1,4,1
2023,3,60,2,100,92,10,2089.0222,1,4,1
2023,3,38,1,100,111,10,2043.4456,1,4,1
2023,3,38,2,100,123,10,1670.3795,1,4,1
2023,3,1,1,100,1,0,1297.514,9,4,0
2023,3,2,1,100,1,0,1449.7036,9,4,0
2023,3,3,1,100,1,0,1572.3421,9,4,0
2023,3,80,2,100,73,36,1432.6338,1,3,1
2023,3,85,1,100,73,36,1334.4156,1,3,1
2023,3,41,1,100,73,10,2237.8215,1,3,1
2023,3,27,2,100,73,10,1880.032,1,3,1
2023,3,3,2,100,1,0,1629.4475,9,3,0
2023,3,37,2,100,73,32,1670.3795,1,4,2
2023,3,33,1,100,73,10,2469.1122,1,4,1
2023,3,11,2,100,1,0,1474.2484,9,4,0
2023,3,80,2,100,81,36,1432.6338,1,4,2
2023,3,80,1,100,73,36,1334.4156,1,4,1
2023,3,43,1,100,73,10,2237.8215,1,4,1
2023,3,30,2,100,73,10,1631.809,1,4,1
2023,3,6,2,100,1,0,1748.7774,9,4,0
2023,3,33,1,100,111,10,2469.1122,1,4,1
2023,3,32,2,100,125,10,1631.809,1,4,1
2023,3,0,1,100,1,0,1359.0799,9,4,0
2023,3,78,2,100,73,36,1432.6338,5,3,2
2023,3,67,2,100,81,36,1691.4915,1,3,1
2023,3,72,1,100,81,36,1500.0934,1,3,1
2023,3,27,1,100,73,10,2450.5831,1,3,1
2023,3,33,2,100,81,10,1631.809,1,3,1
2023,3,62,2,100,91,10,2089.0222,1,3,1
2023,3,74,1,100,91,36,1473.9254,1,3,1
2023,3,24,1,100,73,1,0.0,6,3,0
2023,3,60,1,100,73,34,1916.0065,6,3,1
2023,3,60,1,100,73,34,1916.0065,6,3,1
2023,3,65,1,200,81,32,2131.3923,5,1,1
2023,3,40,2,100,73,10,3117.838,6,1,2
2023,3,49,2,100,81,10,4676.8472,1,1,1
2023,3,53,1,100,81,10,5301.9579,1,1,1
2023,3,22,1,100,73,10,4997.0882,6,1,1
2023,3,34,2,200,50,10,2075.443,6,1,1
2023,3,8,1,200,1,0,1608.1648,9,1,0
2023,3,6,1,200,1,0,3076.9502,9,1,0
2023,3,55,1,200,73,10,5537.8143,6,3,2
2023,3,61,1,100,73,32,5861.5835,6,3,1
2023,3,62,2,100,123,10,4703.6645,4,3,1
2023,3,70,1,100,81,10,4509.1375,4,3,1
2023,3,85,2,100,73,36,3225.7335,5,3,2
2023,3,76,2,200,81,36,3947.6892,4,3,1
2023,3,37,2,200,111,10,3352.7715,6,3,1
2023,3,46,1,100,81,10,5825.3834,1,3,2
2023,3,45,2,100,123,10,4676.8472,1,3,1
2023,3,16,1,100,50,34,4471.4411,6,3,1
2023,3,11,2,100,1,0,2802.4838,9,3,0
2023,3,80,2,100,92,36,2354.531,5,3,2
2023,3,85,2,100,81,36,2354.531,5,3,1
2023,3,62,2,200,81,36,5418.4095,4,3,1
2023,3,11,1,200,1,0,4700.1445,9,3,0
2023,3,68,2,100,81,36,3742.1425,1,3,1
2023,3,72,1,100,73,10,4509.1375,1,3,1
2023,3,66,1,200,73,10,4689.9165,5,3,1
2023,3,85,2,100,123,36,2354.531,5,3,2
2023,3,23,2,100,81,12,5828.7857,6,3,1
2023,3,24,1,100,73,10,4997.0882,6,3,1
2023,3,5,2,100,1,0,3264.6784,9,3,0
2023,3,1,1,100,1,0,5974.891,9,3,0
2023,3,46,1,100,111,10,4252.0703,4,3,1
2023,3,76,1,100,123,10,4082.3393,1,2,1
2023,3,71,2,100,111,36,3508.4457,1,2,2
2023,3,52,2,802,73,10,5846.7965,4,3,1
2023,3,23,1,802,73,10,7583.8577,6,3,1
2023,3,25,2,802,91,10,7347.4557,1,3,1
2023,3,25,1,100,73,10,5135.2024,1,3,1
2023,3,85,1,100,124,36,2979.7856,5,3,2
2023,3,28,1,100,111,10,4805.1939,6,2,1
2023,3,27,2,100,111,34,5060.9642,6,2,1
2023,3,60,1,200,60,10,5501.8027,1,2,1
2023,3,60,2,200,73,10,5383.1744,1,2,1
2023,3,27,2,200,73,10,5191.6691,6,2,1
2023,3,49,1,100,111,10,5787.5018,6,2,1
2023,3,80,2,100,81,36,3204.7571,5,2,1
2023,3,34,2,100,73,10,4421.5112,6,2,2
2023,3,13,2,100,1,0,3681.9731,9,2,0
2023,3,12,1,100,1,0,5155.3366,9,2,0
2023,3,8,1,100,1,0,5427.7126,9,2,0
2023,3,3,1,100,1,0,7240.4398,9,2,0
2023,3,63,1,200,50,32,5537.8143,6,3,1
2023,3,85,2,200,81,36,3947.6892,5,3,2
2023,3,26,1,100,123,10,4805.1939,6,2,1
2023,3,25,1,100,111,10,4805.1939,6,2,1
2023,3,26,1,100,111,10,4805.1939,6,2,1
2023,3,55,1,100,111,10,5054.6316,1,3,1
2023,3,53,2,100,111,10,4108.1261,1,3,1
2023,3,17,2,100,50,34,4954.1362,6,3,1
2023,3,49,2,200,111,10,5621.0694,6,3,1
2023,3,13,1,200,1,0,4555.7263,9,3,0
2023,3,22,1,200,111,10,6196.6028,6,3,1
2023,3,10,2,200,1,0,5918.4036,9,3,0
2023,3,57,1,100,73,10,5021.7621,1,3,1
2023,3,57,2,100,111,10,3827.3594,1,3,1
2023,3,57,2,200,81,10,5418.4095,1,3,1
2023,3,60,1,200,81,10,5537.8143,1,3,1
2023,3,21,2,200,81,10,4980.6678,6,3,1
2023,3,80,2,200,73,36,2609.6278,1,4,2
2023,3,80,1,200,73,36,3100.2787,1,4,2
2023,3,39,2,100,81,10,4526.021,6,4,1
2023,3,47,1,100,73,10,5825.3834,5,4,1
2023,3,16,1,100,40,34,4471.4411,6,4,1
2023,3,18,2,100,81,34,4954.1362,6,4,1
2023,3,72,1,100,92,36,4509.1375,1,4,1
2023,3,70,2,100,92,36,3508.4457,1,4,1
2023,3,74,1,100,81,36,4509.1375,1,4,1
2023,3,67,2,100,92,36,3742.1425,1,4,1
2023,3,33,2,200,124,10,4566.8057,1,3,1
2023,3,31,1,200,124,10,7207.0755,1,3,1
2023,3,65,1,100,111,36,5170.8585,6,3,1
2023,3,40,1,200,92,10,5994.6362,1,3,1
2023,3,39,2,200,111,10,3352.7715,1,3,1
2023,3,72,1,100,111,36,4509.1375,6,3,1
2023,3,66,2,100,73,36,3742.1425,5,3,2
2023,3,41,2,100,73,10,4271.4726,6,2,1
2023,3,9,1,100,1,0,5631.8701,9,2,0
2023,3,55,2,200,81,32,5383.1744,1,2,1
2023,3,73,1,200,73,36,4659.4187,1,2,1
2023,3,55,2,200,73,10,5418.4095,4,3,1
2023,3,85,1,100,111,36,4082.3393,1,3,1
2023,3,85,2,100,111,36,3225.7335,1,3,2
2023,3,48,2,100,91,10,4676.8472,4,3,1
2023,3,58,2,651,71,10,5715.4388,5,3,2
2023,3,44,2,100,73,10,4271.4726,5,3,1
2023,3,15,1,100,73,34,6211.8227,6,3,1
2023,3,36,2,100,73,34,4206.8437,6,3,1
2023,3,44,1,100,20,10,6158.5239,6,3,2
2023,3,10,1,100,1,0,6522.4052,9,3,0
2023,3,6,1,100,1,0,5527.8336,9,3,0
2023,3,52,2,100,73,10,3379.8364,5,3,1
2023,3,27,1,100,73,10,4501.989,6,3,1
2023,3,24,1,100,81,10,4472.5096,6,3,1
2023,3,19,2,100,73,10,4638.52,6,3,1
2023,3,42,1,100,73,10,6158.5239,1,3,1
2023,3,46,2,100,73,10,3872.0435,1,3,1
2023,3,16,2,100,50,34,4638.52,6,3,1
2023,3,18,1,100,60,34,4178.9151,6,3,1
2023,3,31,2,200,123,10,4566.8057,6,3,1
2023,3,59,1,200,73,10,5537.8143,1,3,1
2023,3,60,2,200,73,36,5418.4095,1,3,1
2023,3,44,2,200,111,10,3611.2942,1,3,1
2023,3,41,1,200,81,10,5994.6362,1,3,1
2023,3,74,1,200,111,10,4689.9165,4,3,1
2023,3,61,1,803,81,10,5152.1845,1,3,1
2023,3,63,2,100,124,10,3370.0072,1,3,1
2023,3,57,1,100,123,36,5054.6316,1,3,1
2023,3,52,2,100,123,10,4108.1261,1,3,1
2023,3,17,1,100,50,34,4471.4411,6,3,1
2023,3,11,1,100,1,0,5663.6508,9,3,0
2023,3,40,2,200,73,10,3611.2942,1,3,1
2023,3,38,1,200,123,10,7054.5453,1,3,1
2023,3,15,1,200,30,34,2964.3317,6,3,1
2023,3,12,1,200,1,0,4555.7263,9,3,0
2023,3,10,2,200,1,0,5918.4036,9,3,0
2023,3,3,2,200,1,0,6518.9291,9,3,0
2023,3,50,2,100,73,10,3379.8364,3,3,1
2023,3,79,1,200,81,36,4689.9165,4,3,1
2023,3,29,1,200,10,10,6346.3454,1,3,1
2023,3,27,2,200,20,10,4241.3164,1,3,1
2023,3,26,1,200,30,10,6346.3454,3,3,1
2023,3,6,1,200,1,0,5319.4116,9,3,0
2023,3,52,2,200,73,10,5465.0791,6,3,1
2023,3,46,1,100,73,32,4619.8161,1,2,1
2023,3,46,2,100,73,34,3846.8642,1,2,1
2023,3,16,1,100,30,34,4151.7403,6,2,2
2023,3,15,1,100,30,34,6171.4281,6,2,1
2023,3,39,2,100,92,10,2980.8945,1,0,1
2023,3,41,1,100,73,10,3514.084,1,0,1
2023,3,12,1,100,1,0,3722.8703,9,0,0
2023,3,9,2,100,1,0,3076.8735,9,0,0
2023,3,70,2,100,73,10,2259.3244,4,0,1
2023,3,61,1,100,73,10,3509.1274,1,0,1
2023,3,49,2,100,73,10,3011.7368,1,0,1
2023,3,20,2,100,81,10,3524.8931,6,0,1
2023,3,23,1,100,73,10,3975.8394,6,0,1
2023,3,24,2,100,92,12,3838.9118,6,0,1
2023,3,0,2,100,1,0,3371.5507,9,0,0
2023,3,80,2,100,73,36,2077.267,6,0,2
2023,3,73,1,100,73,36,2699.4647,5,0,1
2023,3,65,2,100,73,36,2409.8175,4,0,1
2023,3,53,2,100,123,10,2953.664,6,0,1
2023,3,56,1,100,111,36,3026.0331,1,4,1
2023,3,55,2,100,92,10,2480.8269,1,4,1
2023,3,68,2,100,111,10,2551.329,1,3,1
2023,3,70,2,100,111,36,2391.9985,1,3,1
2023,3,36,2,100,123,10,2897.7889,1,3,1
2023,3,37,1,100,123,10,3119.3916,1,3,1
2023,3,8,1,100,1,0,3810.2885,9,3,0
2023,3,4,1,100,1,0,4043.3043,9,3,0
2023,3,44,1,651,81,10,3638.8676,1,3,1
2023,3,44,2,651,111,34,3224.9694,1,3,2
2023,3,15,2,651,30,34,4616.7318,6,3,1
2023,3,12,2,651,1,0,4068.3907,9,3,0
2023,3,67,1,651,81,36,2917.1221,1,3,1
2023,3,68,2,651,73,36,2969.4747,1,3,2
2023,3,26,2,651,123,10,3574.1144,6,3,1
2023,3,73,2,100,81,10,2391.9985,4,3,1
2023,3,71,1,100,111,36,2857.9852,6,3,1
2023,3,54,2,651,124,10,3318.6273,1,3,1
2023,3,52,1,651,124,10,3743.3449,1,3,1
2023,3,32,1,100,111,10,3769.1866,1,3,1
2023,3,28,2,100,123,10,3261.4957,1,3,1
2023,3,42,1,200,123,10,4530.1236,1,3,1
2023,3,37,2,200,91,10,2735.8008,1,3,1
2023,3,14,2,200,1,0,1946.8466,9,3,0
2023,3,69,1,100,123,36,3277.3977,6,3,1
2023,3,64,1,100,111,10,3449.5271,1,3,1
2023,3,57,2,651,123,10,3896.6888,1,3,1
2023,3,85,2,200,30,36,2604.5784,5,2,2
2023,3,68,1,200,20,32,2966.8526,6,2,1
2023,3,42,2,100,73,10,3221.2015,6,3,1
2023,3,24,1,100,73,34,3459.2602,6,3,1
2023,3,21,2,100,73,10,3194.5023,6,3,1
2023,3,72,1,100,111,34,3013.9161,1,2,2
2023,3,70,2,100,111,36,2522.5053,1,2,2
2023,3,21,2,803,73,34,4569.6872,6,2,1
2023,3,19,2,803,73,34,4546.8778,6,2,1
2023,3,77,1,100,111,36,2587.4716,6,3,1
2023,3,70,2,100,91,36,2391.9985,1,3,1
2023,3,80,1,100,111,36,2587.4716,1,3,1
2023,3,70,1,100,92,10,2857.9852,1,3,1
2023,3,69,2,100,30,36,2551.329,1,3,2
2023,3,45,1,100,50,10,3692.2492,1,3,1
2023,3,41,2,100,50,10,2734.814,1,3,1
2023,3,9,1,100,1,0,3953.6083,9,3,0
2023,3,4,2,100,1,0,2506.1171,9,3,0
2023,3,2,2,100,1,0,2894.2585,9,3,0
2023,3,0,1,100,1,0,4393.4321,9,3,0
2023,3,58,2,100,124,34,2626.5083,1,3,1
2023,3,56,1,100,124,10,3203.7307,1,3,1
2023,3,20,2,100,81,10,3731.8851,6,3,1
2023,3,18,2,100,60,10,3171.89,6,3,1
2023,3,27,1,200,73,34,4944.2057,6,3,1
2023,3,52,2,100,73,32,2430.0377,6,2,1
2023,3,18,2,100,60,34,3131.8488,6,2,1
2023,3,20,1,100,92,34,3647.9965,6,2,1
2023,3,42,2,100,111,10,2583.1254,1,2,1
2023,3,44,1,100,81,10,3226.6358,1,2,2
2023,3,19,2,100,81,34,2995.9586,6,2,1
2023,3,17,2,100,50,10,2995.9586,6,2,1
2023,3,29,1,651,111,10,3921.0223,1,3,1
2023,3,32,2,651,123,10,3226.9508,1,3,1
2023,3,23,2,100,111,10,3935.4957,6,2,1
2023,3,22,2,100,111,10,3935.4957,6,2,1
2023,3,23,2,100,111,10,3935.4957,6,2,1
2023,3,74,1,100,123,36,2857.9852,1,3,1
2023,3,78,2,100,73,36,2199.2502,1,3,1
2023,3,50,2,100,73,10,2800.8504,4,3,1
2023,3,4,1,100,1,0,4043.3043,9,3,0
2023,3,85,1,100,123,36,2587.4716,5,3,1
2023,3,42,1,803,92,10,4083.0637,1,3,1
2023,3,42,2,100,123,10,2734.814,1,3,1
2023,3,9,1,803,1,0,5043.7273,9,3,0
2023,3,6,2,803,1,0,2634.7898,9,3,0
2023,3,35,1,100,125,10,3289.5847,1,2,1
2023,3,34,2,100,125,10,2985.3282,1,2,1
2023,3,1,2,100,1,0,2962.6915,9,2,0
2023,3,0,1,100,1,0,4633.1366,9,2,0
2023,3,58,1,100,123,10,3203.7307,1,3,1
2023,3,57,2,100,111,10,2626.5083,1,3,1
2023,3,20,1,200,81,10,4682.749,6,3,1
2023,3,18,2,200,81,10,3747.8439,6,3,1
2023,3,61,1,100,123,10,3715.1936,2,3,1
2023,3,65,1,803,123,10,3665.9079,1,3,1
2023,3,63,2,100,125,10,2297.6135,1,3,1
2023,3,44,2,100,123,10,2734.814,4,3,1
2023,3,13,2,100,1,0,3473.4805,9,3,0
2023,3,15,2,100,30,34,3609.5709,6,3,1
2023,3,32,1,100,73,10,4067.3244,1,3,1
2023,3,34,2,100,73,10,2830.8764,1,3,1
2023,3,40,1,100,111,10,3416.1133,1,3,1
2023,3,40,2,100,111,34,2734.814,1,3,1
2023,3,9,1,100,1,0,3953.6083,9,3,0
2023,3,7,2,100,1,0,3963.1533,9,3,0
2023,3,3,1,100,1,0,5082.8344,9,3,0
2023,3,48,2,100,92,10,2783.9251,6,2,1
2023,3,76,2,200,73,36,2604.5784,5,2,1
