EMPSTATUS,SEX_F,EDUC_LEVEL,MARITAL,RESIDENCE,AGE_GROUP,MINORITY,DISABLED,WTFINL
Inactive,Male,Secondary,Single,Urban,25-35,0,No difficulty,2102.0411
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,2725.877
Inactive,Female,Secondary,Married,Urban,41-64,1,No difficulty,1449.2356
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,2138.081
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,2336.4192
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,1464.0822
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,1574.8675
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1548.9849
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,1548.9849
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1456.2271
Employed,Male,Secondary,Married,Urban,36-40,0,No difficulty,1898.1776
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1339.1527
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,1937.9885
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1339.1527
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1385.6244
Employed,Male,Secondary,Married,Urban,36-40,0,No difficulty,1937.4718
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,1416.8107
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,1352.5749
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,1861.7387
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,1726.3197
Employed,Female,Primary,Married,Urban,36-40,0,No difficulty,1511.6609
Employed,Male,Primary,Married,Urban,36-40,0,No difficulty,1842.3476
Inactive,Male,Secondary,Married,Urban,41-64,0,No difficulty,2888.6395
Employed,Female,Secondary,Married,Urban,41-64,1,Disabled,2652.9871
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,2852.9501
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,1975.4643
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,2540.6391
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,2645.3968
Inactive,Female,Higher,Married,Urban,36-40,0,No difficulty,2150.4483
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,2888.6395
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,2156.7251
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,2874.0118
Employed,Female,Secondary,Married,Rural,25-35,0,No difficulty,2500.6045
Employed,Female,Higher,Single,Rural,41-64,1,No difficulty,2705.1899
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,2361.8589
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,2991.5796
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,2361.8589
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,2991.5796
Inactive,Female,Higher,Married,Urban,41-64,1,No difficulty,2992.0595
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,2634.5814
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,2790.9598
Employed,Male,Primary,Married,Rural,41-64,0,No difficulty,2437.0786
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,1451.305
Inactive,Male,Secondary,Single,Urban,41-64,0,Disabled,1938.2028
Inactive,Male,Secondary,Single,Urban,41-64,0,No difficulty,2294.9492
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,2246.818
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,2991.5796
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,2991.5796
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2991.5796
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2991.5796
Inactive,Female,Primary,Single,Urban,41-64,1,No difficulty,3038.0646
Inactive,Female,Primary,Married,Urban,36-40,1,No difficulty,3262.918
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,2982.5197
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,2982.5197
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,2639.5827
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,2009.5843
Inactive,Female,Primary,Single,Urban,41-64,1,No difficulty,3097.8445
Employed,Female,Secondary,Single,Urban,25-35,1,No difficulty,4030.9262
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,2294.9492
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,2491.6117
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,2522.3363
Inactive,Male,Primary,Single,Urban,41-64,0,Disabled,2914.9945
Inactive,Male,Higher,Married,Urban,41-64,0,No difficulty,2576.6242
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2522.3363
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,2246.818
Inactive,Male,Higher,Married,Urban,36-40,0,No difficulty,2645.3968
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,2115.1062
Inactive,Female,Secondary,Single,Urban,25-35,0,No difficulty,2049.1269
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,2557.7583
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,2634.5814
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,2491.6117
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,2192.7627
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2027.5739
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,2417.2386
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,2452.3497
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,2424.398
Inactive,Female,Higher,Single,Urban,41-64,0,No difficulty,2424.398
Employed,Female,Higher,Married,Urban,36-40,1,No difficulty,3037.7647
Employed,Male,Secondary,Married,Urban,25-35,1,No difficulty,3155.0687
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,2616.3101
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,2361.8589
Inactive,Female,Secondary,Married,Urban,36-40,0,No difficulty,2009.5843
Employed,Male,Primary,Married,Urban,36-40,0,No difficulty,2449.1954
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2325.0848
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,2508.4006
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,2691.5217
Employed,Female,Secondary,Single,Urban,41-64,1,No difficulty,2683.2012
Employed,Female,Secondary,Single,Urban,25-35,1,No difficulty,2779.4373
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,2417.2386
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2027.5739
Inactive,Female,Higher,Single,Urban,16-24,0,No difficulty,2291.0286
Inactive,Female,Secondary,Single,Urban,25-35,1,No difficulty,4031.5435
Inactive,Male,Secondary,Single,Urban,41-64,1,Disabled,2339.5707
Inactive,Male,Secondary,Married,Urban,41-64,0,No difficulty,2576.6242
Employed,Female,Secondary,Married,Urban,41-64,0,Disabled,2616.3101
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,2852.9501
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,2340.1069
Employed,Male,Higher,Married,Urban,36-40,1,No difficulty,2366.6184
Inactive,Female,Higher,Married,Urban,36-40,1,No difficulty,1970.8301
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,3352.7289
Inactive,Female,Secondary,Married,Urban,41-64,1,No difficulty,2813.8082
Inactive,Female,Secondary,Single,Urban,16-24,1,No difficulty,1906.2722
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,1906.2722
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1982.529
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,2991.1335
Employed,Female,Secondary,Single,Urban,25-35,0,Disabled,1618.2177
Employed,Male,Secondary,Single,Urban,41-64,1,Disabled,3496.8461
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,3041.8604
Inactive,Female,Primary,Married,Urban,36-40,0,No difficulty,2049.1269
Employed,Male,Primary,Married,Urban,25-35,0,No difficulty,2676.849
Employed,Female,Primary,Married,Urban,25-35,0,No difficulty,2009.5843
Employed,Male,Primary,Married,Urban,36-40,0,No difficulty,2449.1954
Inactive,Female,Secondary,Single,Urban,25-35,1,No difficulty,4031.5435
Employed,Male,Primary,Single,Urban,25-35,1,No difficulty,3094.1845
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,2818.5512
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,2676.849
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,2479.7037
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,2087.1117
Employed,Male,Secondary,Single,Urban,36-40,1,No difficulty,2404.1138
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,3686.8469
Inactive,Female,Primary,Single,Urban,25-35,1,No difficulty,2986.7364
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,3686.8469
Employed,Male,Secondary,Single,Urban,41-64,1,Disabled,3223.4352
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,2009.5843
Employed,Male,Primary,Married,Urban,36-40,0,No difficulty,2449.1954
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,2452.3497
Inactive,Female,Secondary,Single,Urban,16-24,1,No difficulty,4813.8362
Employed,Male,Primary,Married,Urban,25-35,1,No difficulty,3195.1246
Employed,Female,Secondary,Married,Urban,25-35,1,No difficulty,2725.8017
Employed,Male,Secondary,Married,Rural,36-40,0,No difficulty,979.0064
Employed,Female,Higher,Married,Rural,25-35,0,No difficulty,2168.1665
Inactive,Male,Higher,Married,Rural,41-64,0,No difficulty,1092.4697
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,1169.6424
Employed,Male,Higher,Married,Rural,41-64,0,Disabled,1356.8408
Employed,Male,Higher,Single,Rural,41-64,0,No difficulty,1502.353
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,1356.8408
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,1169.6424
Employed,Male,Secondary,Single,Rural,25-35,0,No difficulty,1121.8022
Employed,Male,Secondary,Single,Rural,41-64,0,Disabled,1226.556
Employed,Male,Higher,Single,Rural,41-64,0,No difficulty,1092.4697
Employed,Female,Higher,Married,Rural,41-64,0,Disabled,1044.4532
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,1254.1455
Employed,Male,Higher,Single,Rural,25-35,0,No difficulty,1164.0043
Inactive,Male,Secondary,Single,Rural,16-24,0,No difficulty,1235.4615
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,1078.7222
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,1054.9983
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,1251.3768
Employed,Male,Higher,Single,Rural,25-35,0,No difficulty,1161.4346
Inactive,Female,Higher,Single,Rural,16-24,0,No difficulty,2415.7644
Employed,Female,Higher,Single,Rural,36-40,0,No difficulty,2038.3302
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,1078.7222
Employed,Male,Higher,Single,Rural,41-64,0,No difficulty,1358.096
Employed,Female,Higher,Married,Rural,25-35,0,No difficulty,2780.8936
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,1287.6448
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,1254.1455
Inactive,Female,Higher,Married,Rural,41-64,0,No difficulty,1096.7252
Employed,Female,Higher,Single,Rural,25-35,0,No difficulty,2513.8702
Employed,Male,Higher,Single,Rural,16-24,0,No difficulty,1235.4615
Inactive,Female,Secondary,Married,Urban,25-35,0,No difficulty,2398.4692
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1082.9965
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1387.3609
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1169.6424
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,1208.8622
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,2398.4692
Employed,Male,Higher,Married,Urban,36-40,1,No difficulty,1303.0583
Employed,Female,Higher,Married,Urban,25-35,1,No difficulty,2234.8643
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,1366.6922
Employed,Male,Secondary,Single,Urban,16-24,0,Disabled,1366.6922
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,1082.9965
Inactive,Female,Secondary,Single,Urban,41-64,0,Disabled,1124.2271
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,2438.5462
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,1208.5399
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1155.395
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,1356.8408
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1193.3041
Inactive,Female,Higher,Single,Urban,16-24,0,No difficulty,2678.2796
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,2254.8417
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1389.9945
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,12831.2747
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,1366.6922
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,2547.8266
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,1057.3325
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1042.1474
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,1042.1474
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1014.0345
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,1119.3257
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1096.7252
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1254.1455
Employed,Male,Primary,Married,Urban,36-40,0,No difficulty,1092.495
Inactive,Female,Secondary,Married,Urban,25-35,0,No difficulty,2168.1665
Inactive,Male,Secondary,Single,Urban,25-35,1,No difficulty,1105.8572
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,979.0064
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1078.7222
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,1092.7864
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1042.1474
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,6516.0954
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,6134.7599
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,5564.3649
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,5789.7749
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,5389.689
Inactive,Female,Secondary,Single,Urban,16-24,1,No difficulty,5425.1689
Inactive,Female,Secondary,Single,Urban,16-24,1,No difficulty,5425.1689
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,5298.8017
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,5380.345
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,5187.0912
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5182.2351
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,7810.9478
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,4397.946
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,4397.946
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,5074.8213
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,5789.7749
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4145.5043
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,4955.5808
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,3398.7764
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,5425.1689
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,5380.345
Employed,Female,Higher,Single,Urban,16-24,0,No difficulty,5074.8213
Unemployed,Male,Secondary,Single,Urban,36-40,1,No difficulty,5456.0732
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,5510.8435
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,7179.3252
Inactive,Male,Secondary,Single,Urban,16-24,1,No difficulty,8839.7371
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,5123.9073
Inactive,Male,Secondary,Single,Urban,41-64,0,No difficulty,5862.7824
Inactive,Female,Secondary,Single,Urban,41-64,0,No difficulty,5419.3548
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,8386.2616
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,5292.0253
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5737.9956
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,5123.9073
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,4397.946
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,6134.7599
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,6153.0598
Inactive,Male,Higher,Married,Urban,41-64,1,Disabled,4475.5772
Employed,Female,Higher,Single,Urban,16-24,1,No difficulty,6411.7972
Inactive,Male,Primary,Single,Urban,41-64,1,Disabled,5159.4923
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4388.917
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,6661.6621
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,6516.0954
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4145.5043
Employed,Female,Higher,Single,Urban,41-64,1,No difficulty,6153.0598
Inactive,Female,Primary,Single,Urban,16-24,1,Disabled,4016.8823
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,6613.0507
Inactive,Female,Higher,Married,Urban,41-64,1,No difficulty,5929.2354
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,4016.8823
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,6813.4865
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,6153.0598
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,5123.9073
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5182.2351
Inactive,Female,Higher,Single,Urban,25-35,0,No difficulty,5269.2549
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,5269.2549
Inactive,Female,Secondary,Single,Urban,41-64,0,No difficulty,5187.0912
Inactive,Male,Secondary,Single,Urban,41-64,0,No difficulty,4615.7164
Employed,Female,Secondary,Married,Urban,25-35,1,No difficulty,5348.2834
Inactive,Female,Secondary,Married,Urban,25-35,1,Disabled,5348.2834
Inactive,Female,Secondary,Single,Urban,36-40,1,No difficulty,3410.336
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,3745.6154
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,4951.0908
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,5510.8435
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,5907.8444
Employed,Female,Higher,Single,Urban,16-24,1,No difficulty,6512.7362
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,4876.0903
Unemployed,Male,Secondary,Single,Urban,41-64,0,No difficulty,5308.8604
Employed,Male,Secondary,Married,Urban,36-40,1,Disabled,8486.6475
Employed,Female,Higher,Married,Urban,36-40,1,No difficulty,4234.6352
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,5411.4235
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,5298.8017
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4985.6849
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,5187.0912
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4615.7164
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,8340.8965
Inactive,Female,Secondary,Single,Urban,25-35,0,No difficulty,4397.946
Employed,Male,Primary,Single,Urban,41-64,0,No difficulty,6516.0954
Unemployed,Female,Secondary,Single,Urban,25-35,0,No difficulty,4317.9047
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,4145.5043
Employed,Male,Secondary,Married,Urban,36-40,0,No difficulty,6763.906
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,5789.7749
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,5564.3649
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,5789.7749
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,5389.689
Employed,Female,Secondary,Single,Urban,25-35,1,No difficulty,5348.2834
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,4615.7164
Employed,Male,Secondary,Married,Urban,36-40,0,No difficulty,7871.0615
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4272.4885
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,6516.0954
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4145.5043
Unemployed,Female,Secondary,Single,Urban,41-64,0,Disabled,5380.345
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5737.9956
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,5380.345
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,8386.2616
Employed,Male,Higher,Single,Urban,16-24,0,No difficulty,8901.0869
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,5074.8213
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,6319.525
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,5099.948
Employed,Male,Secondary,Married,Urban,36-40,1,No difficulty,5456.0732
Employed,Female,Secondary,Married,Urban,36-40,1,No difficulty,4030.5442
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,8082.21
Inactive,Female,Higher,Married,Urban,41-64,0,Disabled,5380.345
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,5308.8604
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,5187.0912
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,5123.9073
Unemployed,Female,Primary,Married,Rural,41-64,1,No difficulty,1712.285
Inactive,Male,Secondary,Single,Rural,36-40,0,Disabled,1172.2497
Employed,Male,Secondary,Single,Rural,16-24,0,No difficulty,1112.8471
Employed,Female,Secondary,Single,Rural,16-24,1,No difficulty,1908.3835
Employed,Female,Secondary,Single,Rural,16-24,1,No difficulty,1908.3835
Inactive,Female,Secondary,Single,Rural,41-64,0,No difficulty,1124.4282
Employed,Male,Secondary,Single,Rural,25-35,0,No difficulty,1256.4869
Employed,Male,Secondary,Single,Rural,25-35,0,No difficulty,1341.7356
Inactive,Female,Secondary,Married,Rural,41-64,0,No difficulty,1200.7377
Inactive,Male,None,Married,Rural,41-64,0,No difficulty,1598.0488
Inactive,Male,Secondary,Single,Rural,25-35,0,No difficulty,1401.3684
Inactive,Male,Secondary,Single,Rural,25-35,0,No difficulty,1496.4469
Inactive,Female,Secondary,Married,Rural,16-24,0,No difficulty,1650.8066
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,1496.4469
Inactive,Female,Higher,Single,Rural,36-40,0,Disabled,1503.0425
Employed,Female,Secondary,Single,Rural,16-24,0,Disabled,1570.3995
Employed,Male,Secondary,Single,Rural,36-40,0,No difficulty,1412.1535
Unemployed,Female,Secondary,Single,Rural,41-64,1,No difficulty,2043.6854
Inactive,Male,Secondary,Single,Rural,41-64,1,Disabled,1282.5918
Inactive,Female,Primary,Single,Rural,25-35,1,No difficulty,3414.7082
Inactive,Female,Secondary,Single,Rural,41-64,1,Disabled,1364.0218
Inactive,Female,Secondary,Married,Rural,36-40,0,No difficulty,1172.7598
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,1055.3644
Employed,Female,Secondary,Married,Rural,36-40,0,No difficulty,1503.0425
Employed,Male,Secondary,Married,Rural,36-40,0,No difficulty,1412.1535
Inactive,Male,Secondary,Married,Rural,41-64,1,Disabled,1902.337
Employed,Female,Primary,Single,Rural,41-64,0,No difficulty,1533.7792
Employed,Female,Secondary,Single,Rural,25-35,0,No difficulty,1430.6234
Inactive,Male,Secondary,Single,Rural,16-24,0,No difficulty,1241.166
Employed,Female,Higher,Married,Rural,41-64,1,No difficulty,1352.9346
Employed,Male,Higher,Single,Rural,25-35,0,No difficulty,1266.1569
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,1402.3361
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,1186.2953
Inactive,Female,Secondary,Single,Rural,16-24,0,No difficulty,1408.0425
Inactive,Male,Higher,Married,Rural,41-64,0,Disabled,1592.4996
Inactive,Female,Secondary,Married,Rural,41-64,0,Disabled,1214.8383
Inactive,Male,Primary,Single,Rural,25-35,1,No difficulty,1973.2324
Inactive,Female,Higher,Married,Rural,41-64,0,No difficulty,1059.4014
Inactive,Male,Secondary,Married,Rural,41-64,0,No difficulty,1377.2156
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,1150.6506
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,1389.7808
Employed,Female,Secondary,Single,Rural,36-40,0,No difficulty,1259.3722
Inactive,Male,Primary,Single,Rural,16-24,0,No difficulty,931.3564
Inactive,Female,Secondary,Married,Rural,41-64,1,No difficulty,1928.7419
Employed,Female,Secondary,Single,Rural,41-64,1,No difficulty,1364.0218
Employed,Male,Secondary,Single,Rural,25-35,1,No difficulty,2068.5225
Employed,Female,Secondary,Single,Rural,25-35,1,No difficulty,2817.8223
Employed,Male,Secondary,Single,Rural,25-35,1,No difficulty,1973.2324
Employed,Female,Secondary,Single,Rural,25-35,1,No difficulty,1632.5037
Inactive,Female,Primary,Single,Rural,41-64,1,Disabled,1626.1042
Inactive,Female,None,Married,Rural,25-35,0,No difficulty,1699.728
Employed,Male,None,Married,Rural,25-35,0,No difficulty,1401.3684
Employed,Female,Secondary,Single,Rural,25-35,0,No difficulty,1490.668
Employed,Male,Secondary,Single,Rural,25-35,0,Disabled,1301.4204
Inactive,Male,Secondary,Single,Urban,25-35,0,No difficulty,1300.1227
Inactive,Male,Secondary,Single,Urban,25-35,0,Disabled,1256.4869
Employed,Female,Secondary,Single,Urban,41-64,0,Disabled,1214.8383
Employed,Female,Primary,Married,Urban,41-64,1,No difficulty,1865.0803
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,1723.5437
Inactive,Female,Secondary,Single,Urban,25-35,0,No difficulty,1244.1754
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1059.4014
Inactive,Female,Secondary,Single,Urban,41-64,0,No difficulty,1044.2499
Employed,Male,Higher,Single,Urban,36-40,0,No difficulty,1266.1569
Inactive,Female,Higher,Single,Urban,25-35,0,No difficulty,1536.8457
Inactive,Male,Higher,Married,Urban,25-35,0,No difficulty,1349.0332
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,1079.4093
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1172.7598
Inactive,Male,Higher,Single,Urban,41-64,0,No difficulty,1297.4577
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,1300.1227
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,1256.4869
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,1325.501
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,1186.2953
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,1432.8333
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,1544.6496
Inactive,Female,Secondary,Married,Urban,36-40,0,No difficulty,1221.5317
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,1297.4577
Employed,Female,Higher,Single,Urban,36-40,1,No difficulty,1419.7453
Employed,Male,Higher,Single,Urban,36-40,1,No difficulty,1345.141
Employed,Male,Primary,Single,Urban,25-35,0,No difficulty,1349.0332
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1186.2953
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1100.536
