EMPSTATUS,SEX_F,EDUC_LEVEL,MARITAL,RESIDENCE,AGE_GROUP,MINORITY,DISABLED,WTFINL
Employed,Male,Higher,Married,Urban,36-40,1,No difficulty,5953.5395
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,5215.0239
Employed,Female,Primary,Single,Urban,25-35,0,No difficulty,5262.0688
Employed,Male,Secondary,Single,Urban,36-40,0,No difficulty,5051.8516
Employed,Male,Secondary,Single,Urban,36-40,0,No difficulty,5051.8516
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4391.554
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4389.8305
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,4457.2684
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5203.8664
Unemployed,Male,Secondary,Single,Urban,41-64,0,No difficulty,7672.9641
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,5245.7875
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,6467.1935
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,5954.4258
Inactive,Female,Primary,Single,Urban,41-64,1,Disabled,4935.0918
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,5010.045
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,4915.4785
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,7033.1305
Inactive,Female,Primary,Married,Urban,41-64,0,No difficulty,5043.6574
Employed,Male,Primary,Single,Urban,25-35,1,No difficulty,7253.6679
Unemployed,Male,Secondary,Single,Urban,16-24,1,No difficulty,5555.4027
Employed,Male,Higher,Married,Urban,25-35,1,No difficulty,6743.0155
Employed,Female,Higher,Married,Urban,25-35,1,No difficulty,5415.6176
Inactive,Female,Secondary,Single,Urban,25-35,0,No difficulty,5954.4258
Employed,Male,Higher,Married,Urban,41-64,0,Disabled,5299.516
Inactive,Female,Secondary,Married,Urban,41-64,0,Disabled,5169.5702
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,4915.4785
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,4323.6265
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5299.516
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4955.25
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1623.4243
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,1722.3059
Unemployed,Female,Higher,Married,Urban,41-64,0,No difficulty,1535.6366
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,2701.5204
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1535.6366
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1623.4243
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,2222.8103
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,1897.7815
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1901.8283
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1741.6426
Inactive,Male,Higher,Married,Urban,25-35,0,No difficulty,1951.7302
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1669.5738
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,1579.2905
Employed,Male,Secondary,Single,Urban,36-40,0,No difficulty,1934.6351
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2285.9986
Inactive,Male,Higher,Married,Urban,25-35,0,Disabled,1945.5133
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,1554.3732
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1630.1885
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,1539.2401
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,1535.6366
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,1693.203
Employed,Male,Secondary,Married,Urban,36-40,0,No difficulty,1880.8279
Inactive,Female,Higher,Married,Urban,25-35,0,No difficulty,1901.4935
Employed,Male,Secondary,Married,Urban,16-24,0,No difficulty,2222.4191
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1605.814
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,2670.2101
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,1598.5718
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1901.8283
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,1945.5133
Inactive,Female,Secondary,Single,Urban,16-24,1,No difficulty,2104.6412
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,2296.6544
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,1956.0068
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1610.2281
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1566.7019
Employed,Female,Secondary,Single,Urban,36-40,0,No difficulty,1749.6152
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1827.4513
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,1997.4277
Employed,Male,Secondary,Single,Urban,41-64,0,Disabled,1698.315
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,1956.0068
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,1956.0068
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,2104.6412
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1539.2401
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1698.315
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1566.7019
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1566.7019
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1610.2281
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,1857.5211
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,1782.1686
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1630.1885
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1554.3732
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,1793.0384
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,1951.7302
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1741.6426
Employed,Male,Secondary,Married,Urban,36-40,0,No difficulty,1623.4243
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,1722.3059
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,1782.1686
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1535.6366
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1950.2633
Employed,Male,Primary,Single,Urban,16-24,0,Disabled,1793.0384
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,1793.0384
Employed,Female,Secondary,Single,Urban,36-40,0,No difficulty,1535.6366
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2222.8103
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,1741.6426
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,1934.6351
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1582.9964
Employed,Male,Secondary,Single,Urban,25-35,0,Disabled,2000.8189
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2285.9986
Inactive,Male,Secondary,Single,Urban,36-40,0,No difficulty,1934.6351
Employed,Male,Secondary,Single,Urban,25-35,0,Disabled,1951.7302
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1381.0498
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,1945.1709
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1901.4935
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1698.315
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1605.814
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,1661.9097
Employed,Female,Secondary,Single,Urban,25-35,1,No difficulty,3500.4468
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,1881.159
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1722.3059
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,1955.892
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,1951.7302
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,1881.159
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,1881.159
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1539.2401
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1630.1885
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,1945.5133
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1605.814
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1698.315
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,1793.0384
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2222.8103
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,1669.5738
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,1741.6426
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,1659.5329
Inactive,Female,Higher,Single,Urban,41-64,0,Disabled,1605.814
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,1955.892
Unemployed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1512.9964
Unemployed,Male,Secondary,Married,Urban,25-35,0,No difficulty,1896.8564
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,1535.6366
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1610.2281
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,1978.932
Employed,Male,Higher,Single,Urban,36-40,0,No difficulty,1648.2824
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1554.3732
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1613.661
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,1782.1686
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,1897.7815
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1722.3059
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1518.0831
Employed,Male,Secondary,Married,Urban,41-64,0,Disabled,1698.315
Employed,Male,Higher,Single,Urban,41-64,1,No difficulty,1271.2247
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,2831.6722
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2340.6636
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2340.6636
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1512.9964
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,1782.1686
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,1793.0384
Employed,Female,Secondary,Single,Urban,36-40,0,No difficulty,1722.3059
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,1934.6351
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,1945.5133
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,1693.5011
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,2222.8103
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,1793.0384
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,2222.8103
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2222.8103
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,1955.892
Employed,Female,Secondary,Single,Rural,41-64,0,Disabled,428.6006
Employed,Female,Higher,Single,Rural,41-64,0,No difficulty,447.1381
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,505.8538
Employed,Male,Primary,Married,Rural,41-64,0,No difficulty,471.0377
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,471.0377
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,422.7095
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,449.57
Inactive,Female,Higher,Married,Rural,25-35,1,No difficulty,569.91
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,471.0377
Employed,Male,Secondary,Married,Rural,36-40,0,No difficulty,445.6323
Inactive,Female,Higher,Married,Rural,25-35,0,No difficulty,567.3445
Unemployed,Female,Secondary,Single,Rural,41-64,0,No difficulty,447.1381
Employed,Male,Higher,Single,Rural,25-35,0,No difficulty,449.57
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,409.1182
Inactive,Female,Secondary,Married,Rural,36-40,0,No difficulty,538.1343
Inactive,Male,Secondary,Married,Rural,41-64,0,Disabled,475.1059
Inactive,Female,Secondary,Married,Rural,41-64,0,No difficulty,464.086
Employed,Male,Secondary,Single,Rural,41-64,0,Disabled,452.1424
Inactive,Female,Secondary,Single,Rural,41-64,0,Disabled,447.1381
Employed,Male,Secondary,Married,Rural,41-64,0,Disabled,414.1145
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,422.7095
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,471.0377
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,436.2473
Employed,Female,Primary,Single,Rural,16-24,0,Disabled,587.0639
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,460.8773
Inactive,Female,Higher,Married,Rural,41-64,0,No difficulty,447.1381
Employed,Male,Secondary,Single,Rural,41-64,1,No difficulty,460.7792
Employed,Female,Higher,Single,Rural,41-64,1,No difficulty,695.7499
Employed,Female,Higher,Single,Rural,25-35,0,No difficulty,626.481
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,447.1381
Employed,Male,Higher,Married,Rural,25-35,0,No difficulty,478.2588
Employed,Female,Higher,Married,Rural,25-35,0,No difficulty,593.4549
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,501.0964
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,538.1343
Inactive,Female,Primary,Single,Rural,16-24,0,No difficulty,624.5267
Unemployed,Female,Secondary,Single,Rural,41-64,0,No difficulty,436.2473
Inactive,Female,Secondary,Single,Rural,25-35,0,No difficulty,626.481
Unemployed,Male,Secondary,Single,Rural,41-64,0,No difficulty,414.1145
Employed,Male,Secondary,Single,Rural,25-35,0,No difficulty,449.57
Inactive,Female,Higher,Married,Rural,41-64,0,No difficulty,460.434
Inactive,Male,Secondary,Single,Rural,25-35,0,No difficulty,478.2588
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,480.9953
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,501.0964
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,505.8538
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,471.0377
Inactive,Female,Secondary,Single,Rural,41-64,0,Disabled,447.1381
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,422.7095
Employed,Female,Higher,Single,Rural,41-64,0,No difficulty,447.1381
Employed,Female,Higher,Married,Rural,41-64,0,Disabled,455.9513
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,440.5408
Employed,Male,Higher,Single,Rural,41-64,0,No difficulty,447.5584
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,460.434
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,480.9953
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,475.6717
Inactive,Male,Secondary,Single,Rural,41-64,0,No difficulty,501.0964
Employed,Male,Primary,Single,Rural,41-64,1,No difficulty,787.859
Inactive,Female,Secondary,Married,Rural,41-64,0,No difficulty,432.8144
Inactive,Male,Secondary,Married,Rural,41-64,0,No difficulty,447.5584
Inactive,Male,Secondary,Single,Rural,36-40,0,No difficulty,445.6323
Inactive,Male,Higher,Single,Rural,25-35,0,No difficulty,449.57
Employed,Female,Primary,Married,Rural,41-64,0,No difficulty,432.8144
Employed,Male,Secondary,Married,Rural,36-40,0,No difficulty,474.0698
Employed,Female,Secondary,Married,Rural,25-35,0,No difficulty,593.4549
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,3064.4673
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,4024.8331
Employed,Male,Secondary,Single,Rural,16-24,0,No difficulty,4894.0652
Inactive,Male,Higher,Single,Rural,41-64,0,No difficulty,5775.512
Employed,Male,Higher,Married,Rural,41-64,1,No difficulty,6693.1836
Inactive,Male,Secondary,Married,Rural,41-64,0,No difficulty,4033.4137
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,3802.9092
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,3574.3691
Employed,Female,Higher,Married,Rural,36-40,0,No difficulty,3436.9784
Inactive,Male,Secondary,Married,Rural,41-64,0,No difficulty,3732.0165
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,4024.8331
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,3870.7575
Inactive,Male,Primary,Single,Rural,16-24,0,No difficulty,4894.0652
Employed,Female,Secondary,Single,Rural,41-64,0,Disabled,4459.7709
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,4245.01
Employed,Female,Secondary,Married,Rural,25-35,0,No difficulty,3379.4965
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,4178.4342
Employed,Male,Secondary,Married,Rural,36-40,0,No difficulty,4141.8356
Employed,Female,Higher,Married,Rural,36-40,0,No difficulty,3064.4673
Employed,Male,Primary,Single,Rural,41-64,1,No difficulty,5018.696
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,4566.3826
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,4437.6288
Employed,Female,Primary,Married,Rural,41-64,1,No difficulty,4692.7348
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4629.7043
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4452.4735
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,4629.7043
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,4806.3893
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,4365.5926
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4639.5744
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,4417.4359
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,4365.5926
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,5338.3168
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,4417.7749
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,4452.4735
Inactive,Male,Secondary,Single,Urban,16-24,0,Disabled,5629.5688
Unemployed,Female,Primary,Single,Urban,36-40,1,Disabled,5778.6642
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4417.4359
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4639.5744
Inactive,Female,Higher,Single,Urban,41-64,0,No difficulty,4443.6712
Employed,Female,Higher,Single,Urban,16-24,0,Disabled,4391.7444
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,3953.504
Employed,Male,Secondary,Married,Urban,36-40,1,No difficulty,4784.197
Inactive,Male,Secondary,Single,Urban,16-24,1,No difficulty,5310.1686
Inactive,Female,Higher,Married,Urban,41-64,1,Disabled,5694.3685
Employed,Male,Secondary,Married,Urban,25-35,1,No difficulty,8276.8381
Employed,Female,Secondary,Married,Urban,25-35,1,No difficulty,6911.3671
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,4764.2905
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,3887.3835
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4563.6276
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,4111.5424
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,4111.5424
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,3953.504
Employed,Male,Secondary,Single,Urban,36-40,0,No difficulty,4111.5424
Employed,Female,Higher,Single,Urban,41-64,1,No difficulty,5778.6642
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,7011.0941
Inactive,Female,Secondary,Married,Urban,41-64,1,No difficulty,4544.9346
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,4598.8886
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4327.7563
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4039.0616
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,4283.8799
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,3854.4596
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,3521.5754
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4078.7717
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3254.764
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4274.7664
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,3254.764
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,3254.764
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4213.7556
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4508.6159
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,4496.7188
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,4496.7188
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,4622.6401
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,4622.6401
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3254.764
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4274.7664
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,3989.9694
Inactive,Male,Higher,Married,Urban,41-64,0,No difficulty,4775.3214
Employed,Female,Higher,Single,Urban,16-24,1,Disabled,6907.6966
Employed,Male,Secondary,Single,Urban,16-24,1,Disabled,9691.0375
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4413.4508
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4213.7556
Employed,Female,Higher,Single,Urban,16-24,0,No difficulty,4259.7991
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4508.6159
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4039.0616
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,5197.976
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,4192.9672
Inactive,Male,Secondary,Single,Urban,36-40,0,No difficulty,4435.7425
Employed,Female,Secondary,Single,Urban,36-40,0,No difficulty,3521.5754
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4553.8982
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,4030.9029
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,4399.0346
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,3374.7942
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,4059.6139
Employed,Female,Higher,Married,Urban,25-35,1,No difficulty,3666.9139
Employed,Male,Higher,Married,Urban,25-35,1,No difficulty,4082.9989
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3521.7217
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4508.6159
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,4927.2033
Inactive,Female,Higher,Married,Urban,36-40,1,No difficulty,3817.5366
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4274.7664
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,4111.1231
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,5219.2778
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,4849.4061
Employed,Female,None,Married,Urban,36-40,1,No difficulty,5089.2005
Employed,Male,None,Married,Urban,36-40,1,No difficulty,5949.1328
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,4213.643
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,4549.5253
Employed,Female,Higher,Married,Urban,16-24,0,No difficulty,3936.9944
Inactive,Female,Higher,Married,Urban,25-35,0,No difficulty,3589.3559
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,4437.9058000000005
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4682.6007
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4878.2894
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4625.266
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4448.2051
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4107.6009
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3521.6308
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,4107.6009
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,4582.2866
Inactive,Female,Higher,Single,Urban,16-24,1,No difficulty,4725.4673
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4968.4507
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,3883.6568
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4801.7816
Inactive,Female,Secondary,Married,Rural,41-64,0,No difficulty,4050.446
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,4284.5235
Inactive,Male,Higher,Single,Rural,41-64,1,Disabled,8877.2655
Employed,Male,Primary,Single,Rural,36-40,0,No difficulty,4228.5042
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,4079.2867
Inactive,Female,Primary,Married,Rural,41-64,0,No difficulty,4147.2726
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,3973.3714
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,3783.0394
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,3626.0179
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,3575.3364
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,3540.5569
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,5054.5851
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,2792.5493
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,3491.07
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3479.0644
Employed,Male,Secondary,Married,Urban,16-24,1,No difficulty,11678.7133
Employed,Female,Higher,Married,Urban,16-24,1,No difficulty,10490.8241
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,3517.8251
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3612.506
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,4282.2262
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,3874.1865
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3285.0831
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,3077.6939
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,3077.6939
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,3285.0831
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,3812.4722
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,3888.782
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,4510.6852
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,3888.9686
Inactive,Female,Higher,Married,Urban,36-40,0,No difficulty,4017.7577
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,6760.6157
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,3724.7734
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,5181.9547
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,4577.687
Inactive,Male,Higher,Married,Urban,41-64,0,No difficulty,3699.7333
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3761.3935
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,4065.8542
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3761.3935
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,3811.636
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,3737.6268
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,4690.5314
Employed,Female,Secondary,Single,Urban,41-64,0,Disabled,3717.1467
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,3863.5674
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3808.6433
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,3783.0394
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,4157.4042
